minute_start_utc,in_count,out_count,naive_occupancy_end
2026-01-15T07:04:00Z,11,8,-38
2026-01-15T07:05:00Z,7,7,-38
2026-01-15T07:06:00Z,6,8,-40
2026-01-15T07:07:00Z,9,8,-39
2026-01-15T07:08:00Z,3,5,-41
2026-01-15T07:09:00Z,9,4,-36
2026-01-15T07:10:00Z,4,9,-41
2026-01-15T07:11:00Z,3,5,-43
2026-01-15T07:12:00Z,6,5,-42
2026-01-15T07:13:00Z,9,9,-42
2026-01-15T07:14:00Z,3,4,-43
2026-01-15T07:15:00Z,6,7,-44
2026-01-15T07:16:00Z,6,5,-43
2026-01-15T07:17:00Z,1,3,-45
2026-01-15T07:18:00Z,3,3,-45
2026-01-15T07:19:00Z,8,5,-42
2026-01-15T07:20:00Z,9,5,-38
2026-01-15T07:21:00Z,13,9,-34
2026-01-15T07:22:00Z,8,11,-37
2026-01-15T07:23:00Z,9,8,-36
2026-01-15T07:24:00Z,10,13,-39
2026-01-15T07:25:00Z,4,7,-42
2026-01-15T07:26:00Z,5,6,-43
2026-01-15T07:27:00Z,8,8,-43
2026-01-15T07:28:00Z,3,6,-46
2026-01-15T07:29:00Z,5,9,-50
2026-01-15T07:30:00Z,9,4,-45
2026-01-15T07:31:00Z,5,7,-47
2026-01-15T07:32:00Z,6,6,-47
2026-01-15T07:33:00Z,6,5,-46
2026-01-15T07:34:00Z,5,6,-47
2026-01-15T07:35:00Z,7,11,-51
2026-01-15T07:36:00Z,6,12,-57
2026-01-15T07:37:00Z,8,5,-54
2026-01-15T07:38:00Z,7,6,-53
2026-01-15T07:39:00Z,8,7,-52
2026-01-15T07:40:00Z,6,10,-56
2026-01-15T07:41:00Z,8,4,-52
2026-01-15T07:42:00Z,7,8,-53
2026-01-15T07:43:00Z,8,10,-55
2026-01-15T07:44:00Z,6,10,-59
2026-01-15T07:45:00Z,4,5,-60
2026-01-15T07:46:00Z,9,9,-60
2026-01-15T07:47:00Z,6,8,-62
2026-01-15T07:48:00Z,4,5,-63
2026-01-15T07:49:00Z,5,4,-62
2026-01-15T07:50:00Z,6,3,-59
2026-01-15T07:51:00Z,10,9,-58
2026-01-15T07:52:00Z,6,3,-55
2026-01-15T07:53:00Z,4,9,-60
2026-01-15T07:54:00Z,3,6,-63
2026-01-15T07:55:00Z,9,6,-60
2026-01-15T07:56:00Z,6,8,-62
2026-01-15T07:57:00Z,5,7,-64
2026-01-15T07:58:00Z,8,8,-64
2026-01-15T07:59:00Z,4,7,-67
2026-01-15T08:00:00Z,9,7,-65
2026-01-15T08:01:00Z,10,6,-61
2026-01-15T08:02:00Z,3,8,-66
2026-01-15T08:03:00Z,5,8,-69
2026-01-15T08:04:00Z,2,2,-69
2026-01-15T08:05:00Z,3,4,-70
2026-01-15T08:06:00Z,3,4,-71
2026-01-15T08:07:00Z,9,4,-66
2026-01-15T08:08:00Z,4,9,-71
2026-01-15T08:09:00Z,1,1,-71
2026-01-15T08:10:00Z,6,8,-73
2026-01-15T08:11:00Z,6,3,-70
2026-01-15T08:12:00Z,7,3,-66
2026-01-15T08:13:00Z,7,4,-63
2026-01-15T08:14:00Z,3,6,-66
2026-01-15T08:15:00Z,5,11,-72
2026-01-15T08:16:00Z,6,5,-71
2026-01-15T08:17:00Z,7,10,-74
2026-01-15T08:18:00Z,3,6,-77
2026-01-15T08:19:00Z,6,6,-77
2026-01-15T08:20:00Z,7,6,-76
2026-01-15T08:21:00Z,8,10,-78
2026-01-15T08:22:00Z,4,4,-78
2026-01-15T08:23:00Z,5,5,-78
2026-01-15T08:24:00Z,7,10,-81
2026-01-15T08:25:00Z,5,5,-81
2026-01-15T08:26:00Z,3,3,-81
2026-01-15T08:27:00Z,4,5,-82
2026-01-15T08:28:00Z,7,6,-81
2026-01-15T08:29:00Z,6,8,-83
2026-01-15T08:30:00Z,10,13,-86
2026-01-15T08:31:00Z,8,9,-87
2026-01-15T08:32:00Z,8,7,-86
2026-01-15T08:33:00Z,3,5,-88
2026-01-15T08:34:00Z,5,5,-88
2026-01-15T08:35:00Z,8,10,-90
2026-01-15T08:36:00Z,4,6,-92
2026-01-15T08:37:00Z,5,6,-93
2026-01-15T08:38:00Z,8,2,-87
2026-01-15T08:39:00Z,4,8,-91
2026-01-15T08:40:00Z,6,6,-91
2026-01-15T08:41:00Z,9,4,-86
2026-01-15T08:42:00Z,11,4,-79
2026-01-15T08:43:00Z,7,14,-86
2026-01-15T08:44:00Z,8,8,-86
2026-01-15T08:45:00Z,7,11,-90
2026-01-15T08:46:00Z,4,9,-95
2026-01-15T08:47:00Z,5,7,-97
2026-01-15T08:48:00Z,5,9,-101
2026-01-15T08:49:00Z,7,8,-102
2026-01-15T08:50:00Z,6,5,-101
2026-01-15T08:51:00Z,2,4,-103
2026-01-15T08:52:00Z,2,2,-103
2026-01-15T08:53:00Z,7,6,-102
2026-01-15T08:54:00Z,12,8,-98
2026-01-15T08:55:00Z,5,6,-99
2026-01-15T08:56:00Z,10,11,-100
2026-01-15T08:57:00Z,5,7,-102
2026-01-15T08:58:00Z,6,3,-99
2026-01-15T08:59:00Z,3,12,-108
2026-01-15T09:00:00Z,7,4,-105
2026-01-15T09:01:00Z,10,6,-101
2026-01-15T09:02:00Z,7,6,-100
2026-01-15T09:03:00Z,12,9,-97
2026-01-15T09:04:00Z,5,6,-98
2026-01-15T09:05:00Z,11,10,-97
2026-01-15T09:06:00Z,8,11,-100
2026-01-15T09:07:00Z,8,9,-101
2026-01-15T09:08:00Z,9,11,-103
2026-01-15T09:09:00Z,5,8,-106
2026-01-15T09:10:00Z,16,8,-98
2026-01-15T09:11:00Z,18,6,-86
2026-01-15T09:12:00Z,8,13,-91
2026-01-15T09:13:00Z,12,6,-85
2026-01-15T09:14:00Z,8,7,-84
2026-01-15T09:15:00Z,10,7,-81
2026-01-15T09:16:00Z,16,9,-74
2026-01-15T09:17:00Z,7,11,-78
2026-01-15T09:18:00Z,14,6,-70
2026-01-15T09:19:00Z,16,5,-59
2026-01-15T09:20:00Z,12,8,-55
2026-01-15T09:21:00Z,14,7,-48
2026-01-15T09:22:00Z,15,6,-39
2026-01-15T09:23:00Z,7,4,-36
2026-01-15T09:24:00Z,7,7,-36
2026-01-15T09:25:00Z,9,9,-36
2026-01-15T09:26:00Z,11,6,-31
2026-01-15T09:27:00Z,14,10,-27
2026-01-15T09:28:00Z,18,4,-13
2026-01-15T09:29:00Z,13,14,-14
2026-01-15T09:30:00Z,8,12,-18
2026-01-15T09:31:00Z,18,9,-9
2026-01-15T09:32:00Z,11,8,-6
2026-01-15T09:33:00Z,14,10,-2
2026-01-15T09:34:00Z,14,6,6
2026-01-15T09:35:00Z,2,7,1
2026-01-15T09:36:00Z,9,12,-2
2026-01-15T09:37:00Z,6,9,-5
2026-01-15T09:38:00Z,8,12,-9
2026-01-15T09:39:00Z,14,9,-4
2026-01-15T09:40:00Z,10,12,-6
2026-01-15T09:41:00Z,10,7,-3
2026-01-15T09:42:00Z,9,8,-2
2026-01-15T09:43:00Z,9,8,-1
2026-01-15T09:44:00Z,10,6,3
2026-01-15T09:45:00Z,5,14,-6
2026-01-15T09:46:00Z,10,7,-3
2026-01-15T09:47:00Z,12,9,0
2026-01-15T09:48:00Z,6,14,-8
2026-01-15T09:49:00Z,14,10,-4
2026-01-15T09:50:00Z,12,9,-1
2026-01-15T09:51:00Z,10,7,2
2026-01-15T09:52:00Z,4,4,2
2026-01-15T09:53:00Z,8,14,-4
2026-01-15T09:54:00Z,11,10,-3
2026-01-15T09:55:00Z,15,7,5
2026-01-15T09:56:00Z,11,6,10
2026-01-15T09:57:00Z,9,8,11
2026-01-15T09:58:00Z,15,8,18
2026-01-15T09:59:00Z,11,9,20
2026-01-15T10:00:00Z,13,13,20
2026-01-15T10:01:00Z,9,9,20
2026-01-15T10:02:00Z,11,7,24
2026-01-15T10:03:00Z,8,7,25
2026-01-15T10:04:00Z,8,11,22
2026-01-15T10:05:00Z,10,6,26
2026-01-15T10:06:00Z,11,7,30
2026-01-15T10:07:00Z,12,9,33
2026-01-15T10:08:00Z,10,8,35
2026-01-15T10:09:00Z,12,11,36
2026-01-15T10:10:00Z,15,8,43
2026-01-15T10:11:00Z,19,5,57
2026-01-15T10:12:00Z,5,11,51
2026-01-15T10:13:00Z,14,4,61
2026-01-15T10:14:00Z,13,12,62
2026-01-15T10:15:00Z,14,6,70
2026-01-15T10:16:00Z,9,6,73
2026-01-15T10:17:00Z,12,10,75
2026-01-15T10:18:00Z,6,6,75
2026-01-15T10:19:00Z,12,12,75
2026-01-15T10:20:00Z,12,7,80
2026-01-15T10:21:00Z,9,15,74
2026-01-15T10:22:00Z,6,9,71
2026-01-15T10:23:00Z,7,7,71
2026-01-15T10:24:00Z,7,11,67
2026-01-15T10:25:00Z,13,9,71
2026-01-15T10:26:00Z,13,11,73
2026-01-15T10:27:00Z,5,10,68
2026-01-15T10:28:00Z,9,11,66
2026-01-15T10:29:00Z,11,9,68
2026-01-15T10:30:00Z,11,12,67
2026-01-15T10:31:00Z,7,8,66
2026-01-15T10:32:00Z,5,6,65
2026-01-15T10:33:00Z,10,15,60
2026-01-15T10:34:00Z,14,8,66
2026-01-15T10:35:00Z,16,12,70
2026-01-15T10:36:00Z,14,10,74
2026-01-15T10:37:00Z,9,6,77
2026-01-15T10:38:00Z,8,10,75
2026-01-15T10:39:00Z,16,12,79
2026-01-15T10:40:00Z,11,12,78
2026-01-15T10:41:00Z,9,9,78
2026-01-15T10:42:00Z,7,11,74
2026-01-15T10:43:00Z,9,5,78
2026-01-15T10:44:00Z,10,13,75
2026-01-15T10:45:00Z,8,6,77
2026-01-15T10:46:00Z,10,10,77
2026-01-15T10:47:00Z,13,7,83
2026-01-15T10:48:00Z,10,10,83
2026-01-15T10:49:00Z,13,10,86
2026-01-15T10:50:00Z,8,8,86
2026-01-15T10:51:00Z,6,10,82
2026-01-15T10:52:00Z,14,11,85
2026-01-15T10:53:00Z,12,7,90
2026-01-15T10:54:00Z,8,9,89
2026-01-15T10:55:00Z,10,6,93
2026-01-15T10:56:00Z,6,7,92
2026-01-15T10:57:00Z,9,6,95
2026-01-15T10:58:00Z,16,9,102
2026-01-15T10:59:00Z,15,11,106
2026-01-15T11:00:00Z,6,8,104
2026-01-15T11:01:00Z,17,7,114
2026-01-15T11:02:00Z,12,9,117
2026-01-15T11:03:00Z,9,5,121
2026-01-15T11:04:00Z,7,3,125
2026-01-15T11:05:00Z,12,8,129
2026-01-15T11:06:00Z,12,12,129
2026-01-15T11:07:00Z,11,7,133
2026-01-15T11:08:00Z,15,10,138
2026-01-15T11:09:00Z,11,5,144
2026-01-15T11:10:00Z,13,9,148
2026-01-15T11:11:00Z,8,12,144
2026-01-15T11:12:00Z,8,14,138
2026-01-15T11:13:00Z,10,8,140
2026-01-15T11:14:00Z,15,10,145
2026-01-15T11:15:00Z,8,13,140
2026-01-15T11:16:00Z,9,7,142
2026-01-15T11:17:00Z,12,11,143
2026-01-15T11:18:00Z,13,11,145
2026-01-15T11:19:00Z,7,15,137
2026-01-15T11:20:00Z,12,5,144
2026-01-15T11:21:00Z,6,13,137
2026-01-15T11:22:00Z,10,9,138
2026-01-15T11:23:00Z,14,10,142
2026-01-15T11:24:00Z,12,12,142
2026-01-15T11:25:00Z,14,6,150
2026-01-15T11:26:00Z,12,7,155
2026-01-15T11:27:00Z,4,2,157
2026-01-15T11:28:00Z,13,11,159
2026-01-15T11:29:00Z,8,6,161
2026-01-15T11:30:00Z,7,10,158
2026-01-15T11:31:00Z,7,7,158
2026-01-15T11:32:00Z,14,7,165
2026-01-15T11:33:00Z,10,7,168
2026-01-15T11:34:00Z,10,14,164
2026-01-15T11:35:00Z,8,14,158
2026-01-15T11:36:00Z,4,10,152
2026-01-15T11:37:00Z,13,8,157
2026-01-15T11:38:00Z,14,8,163
2026-01-15T11:39:00Z,17,8,172
2026-01-15T11:40:00Z,11,6,177
2026-01-15T11:41:00Z,9,15,171
2026-01-15T11:42:00Z,9,12,168
2026-01-15T11:43:00Z,7,10,165
2026-01-15T11:44:00Z,6,7,164
2026-01-15T11:45:00Z,11,9,166
2026-01-15T11:46:00Z,6,11,161
2026-01-15T11:47:00Z,9,7,163
2026-01-15T11:48:00Z,6,6,163
2026-01-15T11:49:00Z,14,10,167
2026-01-15T11:50:00Z,13,10,170
2026-01-15T11:51:00Z,11,11,170
2026-01-15T11:52:00Z,14,7,177
2026-01-15T11:53:00Z,15,12,180
2026-01-15T11:54:00Z,20,9,191
2026-01-15T11:55:00Z,7,7,191
2026-01-15T11:56:00Z,8,6,193
2026-01-15T11:57:00Z,13,5,201
2026-01-15T11:58:00Z,10,6,205
2026-01-15T11:59:00Z,5,6,204
2026-01-15T12:00:00Z,12,6,210
2026-01-15T12:01:00Z,16,16,210
2026-01-15T12:02:00Z,8,9,209
2026-01-15T12:03:00Z,10,12,207
2026-01-15T12:04:00Z,5,12,200
2026-01-15T12:05:00Z,11,9,202
2026-01-15T12:06:00Z,8,11,199
2026-01-15T12:07:00Z,15,10,204
2026-01-15T12:08:00Z,13,7,210
2026-01-15T12:09:00Z,11,15,206
2026-01-15T12:10:00Z,10,12,204
2026-01-15T12:11:00Z,7,17,194
2026-01-15T12:12:00Z,8,9,193
2026-01-15T12:13:00Z,8,12,189
2026-01-15T12:14:00Z,13,8,194
2026-01-15T12:15:00Z,12,9,197
2026-01-15T12:16:00Z,10,7,200
2026-01-15T12:17:00Z,13,6,207
2026-01-15T12:18:00Z,8,6,209
2026-01-15T12:19:00Z,9,10,208
2026-01-15T12:20:00Z,11,6,213
2026-01-15T12:21:00Z,10,13,210
2026-01-15T12:22:00Z,9,8,211
2026-01-15T12:23:00Z,13,11,213
2026-01-15T12:24:00Z,6,7,212
2026-01-15T12:25:00Z,12,5,219
2026-01-15T12:26:00Z,19,6,232
2026-01-15T12:27:00Z,12,10,234
2026-01-15T12:28:00Z,14,8,240
2026-01-15T12:29:00Z,11,6,245
2026-01-15T12:30:00Z,12,12,245
2026-01-15T12:31:00Z,6,12,239
2026-01-15T12:32:00Z,15,9,245
2026-01-15T12:33:00Z,7,18,234
2026-01-15T12:34:00Z,9,6,237
2026-01-15T12:35:00Z,14,8,243
2026-01-15T12:36:00Z,12,7,248
2026-01-15T12:37:00Z,12,10,250
2026-01-15T12:38:00Z,16,7,259
2026-01-15T12:39:00Z,11,11,259
2026-01-15T12:40:00Z,3,7,255
2026-01-15T12:41:00Z,7,9,253
2026-01-15T12:42:00Z,14,7,260
2026-01-15T12:43:00Z,12,8,264
2026-01-15T12:44:00Z,10,11,263
2026-01-15T12:45:00Z,11,6,268
2026-01-15T12:46:00Z,13,11,270
2026-01-15T12:47:00Z,12,6,276
2026-01-15T12:48:00Z,8,14,270
2026-01-15T12:49:00Z,13,7,276
2026-01-15T12:50:00Z,9,8,277
2026-01-15T12:51:00Z,19,8,288
2026-01-15T12:52:00Z,7,15,280
2026-01-15T12:53:00Z,12,8,284
2026-01-15T12:54:00Z,10,13,281
2026-01-15T12:55:00Z,8,10,279
2026-01-15T12:56:00Z,7,10,276
2026-01-15T12:57:00Z,10,14,272
2026-01-15T12:58:00Z,17,5,284
2026-01-15T12:59:00Z,10,7,287
2026-01-15T13:00:00Z,6,5,288
2026-01-15T13:01:00Z,9,8,289
2026-01-15T13:02:00Z,4,8,285
2026-01-15T13:03:00Z,3,7,281
2026-01-15T13:04:00Z,6,10,277
2026-01-15T13:05:00Z,7,3,281
2026-01-15T13:06:00Z,5,16,270
2026-01-15T13:07:00Z,7,11,266
2026-01-15T13:08:00Z,12,8,270
2026-01-15T13:09:00Z,12,10,272
2026-01-15T13:10:00Z,6,14,264
2026-01-15T13:11:00Z,7,11,260
2026-01-15T13:12:00Z,9,9,260
2026-01-15T13:13:00Z,8,9,259
2026-01-15T13:14:00Z,12,12,259
2026-01-15T13:15:00Z,5,7,257
2026-01-15T13:16:00Z,10,6,261
2026-01-15T13:17:00Z,9,10,260
2026-01-15T13:18:00Z,4,8,256
2026-01-15T13:19:00Z,16,6,266
2026-01-15T13:20:00Z,7,10,263
2026-01-15T13:21:00Z,5,10,258
2026-01-15T13:22:00Z,7,13,252
2026-01-15T13:23:00Z,13,8,257
2026-01-15T13:24:00Z,5,5,257
2026-01-15T13:25:00Z,6,16,247
2026-01-15T13:26:00Z,8,10,245
2026-01-15T13:27:00Z,11,8,248
2026-01-15T13:28:00Z,9,17,240
2026-01-15T13:29:00Z,15,10,245
2026-01-15T13:30:00Z,5,7,243
2026-01-15T13:31:00Z,8,8,243
2026-01-15T13:32:00Z,5,9,239
2026-01-15T13:33:00Z,2,10,231
2026-01-15T13:34:00Z,12,3,240
2026-01-15T13:35:00Z,6,11,235
2026-01-15T13:36:00Z,13,10,238
2026-01-15T13:37:00Z,6,6,238
2026-01-15T13:38:00Z,5,12,231
2026-01-15T13:39:00Z,8,5,234
2026-01-15T13:40:00Z,7,14,227
2026-01-15T13:41:00Z,6,6,227
2026-01-15T13:42:00Z,4,6,225
2026-01-15T13:43:00Z,6,8,223
2026-01-15T13:44:00Z,11,9,225
2026-01-15T13:45:00Z,6,6,225
2026-01-15T13:46:00Z,9,11,223
2026-01-15T13:47:00Z,9,10,222
2026-01-15T13:48:00Z,11,10,223
2026-01-15T13:49:00Z,8,11,220
2026-01-15T13:50:00Z,7,10,217
2026-01-15T13:51:00Z,5,12,210
2026-01-15T13:52:00Z,9,11,208
2026-01-15T13:53:00Z,6,8,206
2026-01-15T13:54:00Z,8,8,206
2026-01-15T13:55:00Z,4,8,202
2026-01-15T13:56:00Z,7,9,200
2026-01-15T13:57:00Z,6,9,197
2026-01-15T13:58:00Z,6,9,194
2026-01-15T13:59:00Z,8,12,190
2026-01-15T14:00:00Z,8,9,189
2026-01-15T14:01:00Z,7,9,187
2026-01-15T14:02:00Z,14,5,196
2026-01-15T14:03:00Z,9,7,198
2026-01-15T14:04:00Z,14,10,202
2026-01-15T14:05:00Z,9,8,203
2026-01-15T14:06:00Z,6,4,205
2026-01-15T14:07:00Z,5,4,206
2026-01-15T14:08:00Z,6,7,205
2026-01-15T14:09:00Z,7,6,206
2026-01-15T14:10:00Z,11,8,209
2026-01-15T14:11:00Z,4,4,209
2026-01-15T14:12:00Z,12,12,209
2026-01-15T14:13:00Z,6,6,209
2026-01-15T14:14:00Z,10,7,212
2026-01-15T14:15:00Z,10,10,212
2026-01-15T14:16:00Z,11,8,215
2026-01-15T14:17:00Z,3,8,210
2026-01-15T14:18:00Z,8,6,212
2026-01-15T14:19:00Z,16,7,221
2026-01-15T14:20:00Z,8,6,223
2026-01-15T14:21:00Z,5,9,219
2026-01-15T14:22:00Z,3,10,212
2026-01-15T14:23:00Z,9,9,212
2026-01-15T14:24:00Z,0,10,202
2026-01-15T14:25:00Z,10,8,204
2026-01-15T14:26:00Z,14,11,207
2026-01-15T14:27:00Z,7,4,210
2026-01-15T14:28:00Z,6,8,208
2026-01-15T14:29:00Z,4,9,203
2026-01-15T14:30:00Z,3,4,202
2026-01-15T14:31:00Z,7,7,202
2026-01-15T14:32:00Z,7,10,199
2026-01-15T14:33:00Z,14,7,206
2026-01-15T14:34:00Z,6,11,201
2026-01-15T14:35:00Z,8,3,206
2026-01-15T14:36:00Z,9,8,207
2026-01-15T14:37:00Z,12,8,211
2026-01-15T14:38:00Z,8,11,208
2026-01-15T14:39:00Z,5,15,198
2026-01-15T14:40:00Z,9,6,201
2026-01-15T14:41:00Z,6,12,195
2026-01-15T14:42:00Z,4,10,189
2026-01-15T14:43:00Z,7,11,185
2026-01-15T14:44:00Z,3,11,177
2026-01-15T14:45:00Z,7,7,177
2026-01-15T14:46:00Z,11,9,179
2026-01-15T14:47:00Z,11,10,180
2026-01-15T14:48:00Z,7,9,178
2026-01-15T14:49:00Z,10,13,175
2026-01-15T14:50:00Z,9,6,178
2026-01-15T14:51:00Z,6,11,173
2026-01-15T14:52:00Z,15,5,183
2026-01-15T14:53:00Z,11,6,188
2026-01-15T14:54:00Z,6,4,190
2026-01-15T14:55:00Z,9,7,192
2026-01-15T14:56:00Z,6,10,188
2026-01-15T14:57:00Z,10,10,188
2026-01-15T14:58:00Z,5,7,186
2026-01-15T14:59:00Z,6,15,177
2026-01-15T15:00:00Z,9,7,179
2026-01-15T15:01:00Z,7,5,181
2026-01-15T15:02:00Z,2,8,175
2026-01-15T15:03:00Z,9,7,177
2026-01-15T15:04:00Z,14,7,184
2026-01-15T15:05:00Z,6,5,185
2026-01-15T15:06:00Z,8,13,180
2026-01-15T15:07:00Z,6,15,171
2026-01-15T15:08:00Z,9,9,171
2026-01-15T15:09:00Z,4,11,164
2026-01-15T15:10:00Z,9,12,161
2026-01-15T15:11:00Z,12,5,168
2026-01-15T15:12:00Z,14,7,175
2026-01-15T15:13:00Z,8,10,173
2026-01-15T15:14:00Z,13,11,175
2026-01-15T15:15:00Z,13,12,176
2026-01-15T15:16:00Z,9,9,176
2026-01-15T15:17:00Z,2,7,171
2026-01-15T15:18:00Z,8,7,172
2026-01-15T15:19:00Z,9,9,172
2026-01-15T15:20:00Z,2,12,162
2026-01-15T15:21:00Z,6,11,157
2026-01-15T15:22:00Z,6,9,154
2026-01-15T15:23:00Z,6,6,154
2026-01-15T15:24:00Z,11,12,153
2026-01-15T15:25:00Z,8,11,150
2026-01-15T15:26:00Z,6,9,147
2026-01-15T15:27:00Z,8,10,145
2026-01-15T15:28:00Z,5,15,135
2026-01-15T15:29:00Z,11,8,138
2026-01-15T15:30:00Z,6,8,136
2026-01-15T15:31:00Z,10,6,140
2026-01-15T15:32:00Z,10,3,147
2026-01-15T15:33:00Z,9,11,145
2026-01-15T15:34:00Z,5,5,145
2026-01-15T15:35:00Z,8,8,145
2026-01-15T15:36:00Z,7,16,136
2026-01-15T15:37:00Z,12,12,136
2026-01-15T15:38:00Z,10,8,138
2026-01-15T15:39:00Z,7,9,136
2026-01-15T15:40:00Z,3,9,130
2026-01-15T15:41:00Z,11,12,129
2026-01-15T15:42:00Z,3,5,127
2026-01-15T15:43:00Z,8,8,127
2026-01-15T15:44:00Z,13,11,129
2026-01-15T15:45:00Z,6,3,132
2026-01-15T15:46:00Z,7,14,125
2026-01-15T15:47:00Z,8,8,125
2026-01-15T15:48:00Z,10,15,120
2026-01-15T15:49:00Z,8,5,123
2026-01-15T15:50:00Z,3,9,117
2026-01-15T15:51:00Z,9,9,117
2026-01-15T15:52:00Z,4,12,109
2026-01-15T15:53:00Z,11,12,108
2026-01-15T15:54:00Z,5,13,100
2026-01-15T15:55:00Z,10,12,98
2026-01-15T15:56:00Z,5,9,94
2026-01-15T15:57:00Z,9,11,92
2026-01-15T15:58:00Z,8,10,90
2026-01-15T15:59:00Z,9,16,83
2026-01-15T16:00:00Z,6,15,74
2026-01-15T16:01:00Z,5,8,71
2026-01-15T16:02:00Z,11,10,72
2026-01-15T16:03:00Z,11,18,65
2026-01-15T16:04:00Z,7,10,62
2026-01-15T16:05:00Z,10,8,64
2026-01-15T16:06:00Z,11,5,70
2026-01-15T16:07:00Z,9,11,68
2026-01-15T16:08:00Z,8,8,68
2026-01-15T16:09:00Z,7,10,65
2026-01-15T16:10:00Z,4,9,60
2026-01-15T16:11:00Z,8,15,53
2026-01-15T16:12:00Z,1,7,47
2026-01-15T16:13:00Z,5,9,43
2026-01-15T16:14:00Z,5,7,41
2026-01-15T16:15:00Z,10,8,43
2026-01-15T16:16:00Z,6,10,39
2026-01-15T16:17:00Z,10,11,38
2026-01-15T16:18:00Z,6,11,33
2026-01-15T16:19:00Z,9,6,36
2026-01-15T16:20:00Z,6,16,26
2026-01-15T16:21:00Z,10,10,26
2026-01-15T16:22:00Z,10,11,25
2026-01-15T16:23:00Z,9,10,24
2026-01-15T16:24:00Z,7,9,22
2026-01-15T16:25:00Z,8,3,27
2026-01-15T16:26:00Z,4,11,20
2026-01-15T16:27:00Z,10,8,22
2026-01-15T16:28:00Z,11,11,22
2026-01-15T16:29:00Z,9,11,20
2026-01-15T16:30:00Z,11,11,20
2026-01-15T16:31:00Z,4,9,15
2026-01-15T16:32:00Z,10,11,14
2026-01-15T16:33:00Z,9,4,19
2026-01-15T16:34:00Z,10,10,19
2026-01-15T16:35:00Z,8,11,16
2026-01-15T16:36:00Z,6,13,9
2026-01-15T16:37:00Z,10,6,13
2026-01-15T16:38:00Z,11,9,15
2026-01-15T16:39:00Z,10,9,16
2026-01-15T16:40:00Z,11,11,16
2026-01-15T16:41:00Z,5,6,15
2026-01-15T16:42:00Z,12,12,15
2026-01-15T16:43:00Z,6,8,13
2026-01-15T16:44:00Z,9,13,9
2026-01-15T16:45:00Z,10,10,9
2026-01-15T16:46:00Z,6,10,5
2026-01-15T16:47:00Z,13,7,11
2026-01-15T16:48:00Z,7,11,7
2026-01-15T16:49:00Z,4,8,3
2026-01-15T16:50:00Z,5,12,-4
2026-01-15T16:51:00Z,5,9,-8
2026-01-15T16:52:00Z,7,6,-7
