pax_id,in_ts_utc,out_ts_utc,wait_seconds
59,2026-01-15T06:08:38.758305Z,2026-01-15T06:09:05.988005Z,27.23
60,2026-01-15T06:08:51.954006Z,2026-01-15T06:09:06.988005Z,15.034
61,2026-01-15T06:08:54.631121Z,2026-01-15T06:09:12.296323Z,17.665
62,2026-01-15T06:09:08.882552Z,2026-01-15T06:09:18.398042Z,9.515
63,2026-01-15T06:09:30.761570Z,2026-01-15T06:09:31.761570Z,1.0
64,2026-01-15T06:10:02.930572Z,2026-01-15T06:10:10.740762Z,7.81
65,2026-01-15T06:10:15.172678Z,2026-01-15T06:10:20.364423Z,5.192
66,2026-01-15T06:10:15.771193Z,2026-01-15T06:10:33.901716Z,18.131
67,2026-01-15T06:10:16.118788Z,2026-01-15T06:10:35.982651Z,19.864
68,2026-01-15T06:10:29.297747Z,2026-01-15T06:10:42.518955Z,13.221
69,2026-01-15T06:11:04.690866Z,2026-01-15T06:11:08.248914Z,3.558
70,2026-01-15T06:11:08.036349Z,2026-01-15T06:11:10.444013Z,2.408
71,2026-01-15T06:11:09.041757Z,2026-01-15T06:11:11.609819Z,2.568
72,2026-01-15T06:11:14.952574Z,2026-01-15T06:11:19.562246Z,4.61
73,2026-01-15T06:11:18.679723Z,2026-01-15T06:11:20.752454Z,2.073
74,2026-01-15T06:11:18.763942Z,2026-01-15T06:11:22.672912Z,3.909
75,2026-01-15T06:11:31.262362Z,2026-01-15T06:11:43.565314Z,12.303
76,2026-01-15T06:11:32.904124Z,2026-01-15T06:11:54.940368Z,22.036
77,2026-01-15T06:11:43.324571Z,2026-01-15T06:12:13.655829Z,30.331
78,2026-01-15T06:11:48.405417Z,2026-01-15T06:12:26.319955Z,37.915
79,2026-01-15T06:11:53.784238Z,2026-01-15T06:12:30.801029Z,37.017
80,2026-01-15T06:12:02.288631Z,2026-01-15T06:12:31.801029Z,29.512
81,2026-01-15T06:12:07.444585Z,2026-01-15T06:12:32.801029Z,25.356
82,2026-01-15T06:12:10.899109Z,2026-01-15T06:12:41.930327Z,31.031
83,2026-01-15T06:12:11.434114Z,2026-01-15T06:13:07.535233Z,56.101
84,2026-01-15T06:12:11.672697Z,2026-01-15T06:13:22.125790Z,70.453
85,2026-01-15T06:12:13.398645Z,2026-01-15T06:13:25.642920Z,72.244
86,2026-01-15T06:12:19.975697Z,2026-01-15T06:13:40.901458Z,80.926
87,2026-01-15T06:12:23.175656Z,2026-01-15T06:13:52.861798Z,89.686
88,2026-01-15T06:12:25.142639Z,2026-01-15T06:14:00.880914Z,95.738
89,2026-01-15T06:12:26.473165Z,2026-01-15T06:14:16.277533Z,109.804
90,2026-01-15T06:12:46.128917Z,2026-01-15T06:14:18.311882Z,92.183
91,2026-01-15T06:12:54.015765Z,2026-01-15T06:14:26.806086Z,92.79
92,2026-01-15T06:13:14.837826Z,2026-01-15T06:14:38.683187Z,83.845
93,2026-01-15T06:13:15.095935Z,2026-01-15T06:14:44.486771Z,89.391
94,2026-01-15T06:13:16.796781Z,2026-01-15T06:14:57.743721Z,100.947
95,2026-01-15T06:13:28.168294Z,2026-01-15T06:15:07.086010Z,98.918
96,2026-01-15T06:13:29.768943Z,2026-01-15T06:15:09.350230Z,99.581
97,2026-01-15T06:13:30.560115Z,2026-01-15T06:15:18.003617Z,107.444
98,2026-01-15T06:13:51.579789Z,2026-01-15T06:15:28.772737Z,97.193
99,2026-01-15T06:13:51.584725Z,2026-01-15T06:15:36.925927Z,105.341
100,2026-01-15T06:13:55.614005Z,2026-01-15T06:15:39.359706Z,103.746
101,2026-01-15T06:13:56.048034Z,2026-01-15T06:15:40.359706Z,104.312
102,2026-01-15T06:13:56.244465Z,2026-01-15T06:15:45.208958Z,108.964
103,2026-01-15T06:13:57.918728Z,2026-01-15T06:15:55.980678Z,118.062
104,2026-01-15T06:14:16.479979Z,2026-01-15T06:16:07.175430Z,110.695
105,2026-01-15T06:14:35.780619Z,2026-01-15T06:16:27.415627Z,111.635
106,2026-01-15T06:15:20.335544Z,2026-01-15T06:16:41.099965Z,80.764
107,2026-01-15T06:15:20.994731Z,2026-01-15T06:16:46.446732Z,85.452
108,2026-01-15T06:15:32.923396Z,2026-01-15T06:16:49.485879Z,76.562
109,2026-01-15T06:15:48.495011Z,2026-01-15T06:16:55.521695Z,67.027
110,2026-01-15T06:15:54.655611Z,2026-01-15T06:17:12.670903Z,78.015
111,2026-01-15T06:15:55.012690Z,2026-01-15T06:17:15.462787Z,80.45
112,2026-01-15T06:16:01.044414Z,2026-01-15T06:17:17.199869Z,76.155
113,2026-01-15T06:16:10.402254Z,2026-01-15T06:17:34.855019Z,84.453
114,2026-01-15T06:16:24.885189Z,2026-01-15T06:17:58.244747Z,93.36
115,2026-01-15T06:16:25.621316Z,2026-01-15T06:18:08.611216Z,102.99
116,2026-01-15T06:16:31.896046Z,2026-01-15T06:18:38.733288Z,126.837
117,2026-01-15T06:16:35.767330Z,2026-01-15T06:18:51.912417Z,136.145
118,2026-01-15T06:16:36.056155Z,2026-01-15T06:18:59.464398Z,143.408
119,2026-01-15T06:16:46.398569Z,2026-01-15T06:19:08.378586Z,141.98
120,2026-01-15T06:16:52.651366Z,2026-01-15T06:19:14.727724Z,142.076
121,2026-01-15T06:17:02.995095Z,2026-01-15T06:19:31.391224Z,148.396
122,2026-01-15T06:17:20.718652Z,2026-01-15T06:19:33.849280Z,133.131
123,2026-01-15T06:17:31.385126Z,2026-01-15T06:19:46.034823Z,134.65
124,2026-01-15T06:17:48.356280Z,2026-01-15T06:19:55.614098Z,127.258
125,2026-01-15T06:18:10.621459Z,2026-01-15T06:19:59.820734Z,109.199
126,2026-01-15T06:18:13.403693Z,2026-01-15T06:20:00.820734Z,107.417
127,2026-01-15T06:18:14.103595Z,2026-01-15T06:20:01.820734Z,107.717
128,2026-01-15T06:18:24.297566Z,2026-01-15T06:20:18.749994Z,114.452
129,2026-01-15T06:18:47.039733Z,2026-01-15T06:20:28.499407Z,101.46
130,2026-01-15T06:18:49.188512Z,2026-01-15T06:20:43.550355Z,114.362
131,2026-01-15T06:19:22.265145Z,2026-01-15T06:20:49.844382Z,87.579
132,2026-01-15T06:19:23.750366Z,2026-01-15T06:20:53.014770Z,89.264
133,2026-01-15T06:19:27.121392Z,2026-01-15T06:20:57.437384Z,90.316
134,2026-01-15T06:19:30.422856Z,2026-01-15T06:21:01.402365Z,90.98
135,2026-01-15T06:20:06.040159Z,2026-01-15T06:21:03.643549Z,57.603
136,2026-01-15T06:20:12.123625Z,2026-01-15T06:21:06.785232Z,54.662
137,2026-01-15T06:20:20.127569Z,2026-01-15T06:21:11.082827Z,50.955
138,2026-01-15T06:20:32.193322Z,2026-01-15T06:21:12.440199Z,40.247
139,2026-01-15T06:20:35.142588Z,2026-01-15T06:21:13.651852Z,38.509
140,2026-01-15T06:20:54.045430Z,2026-01-15T06:21:32.262608Z,38.217
141,2026-01-15T06:20:58.970507Z,2026-01-15T06:21:48.403691Z,49.433
142,2026-01-15T06:21:02.731640Z,2026-01-15T06:21:49.403691Z,46.672
143,2026-01-15T06:21:03.576813Z,2026-01-15T06:21:51.779931Z,48.203
144,2026-01-15T06:21:07.824576Z,2026-01-15T06:21:57.482997Z,49.658
145,2026-01-15T06:21:21.509140Z,2026-01-15T06:22:01.986896Z,40.478
146,2026-01-15T06:21:22.495435Z,2026-01-15T06:22:14.618840Z,52.123
147,2026-01-15T06:21:24.426891Z,2026-01-15T06:22:20.114071Z,55.687
148,2026-01-15T06:21:25.688222Z,2026-01-15T06:22:23.097178Z,57.409
149,2026-01-15T06:21:35.971332Z,2026-01-15T06:22:30.310374Z,54.339
150,2026-01-15T06:21:40.620087Z,2026-01-15T06:22:40.197937Z,59.578
151,2026-01-15T06:21:40.915789Z,2026-01-15T06:22:48.082647Z,67.167
152,2026-01-15T06:21:56.756859Z,2026-01-15T06:22:49.082647Z,52.326
153,2026-01-15T06:22:09.157127Z,2026-01-15T06:23:22.906925Z,73.75
154,2026-01-15T06:22:10.616097Z,2026-01-15T06:23:26.886091Z,76.27
155,2026-01-15T06:22:12.971886Z,2026-01-15T06:23:28.528436Z,75.557
156,2026-01-15T06:22:36.697724Z,2026-01-15T06:23:32.107827Z,55.41
157,2026-01-15T06:22:51.365234Z,2026-01-15T06:23:33.116700Z,41.751
158,2026-01-15T06:23:18.260623Z,2026-01-15T06:23:34.907838Z,16.647
159,2026-01-15T06:23:18.793527Z,2026-01-15T06:23:55.791736Z,36.998
160,2026-01-15T06:23:49.131028Z,2026-01-15T06:23:57.389627Z,8.259
161,2026-01-15T06:23:49.763002Z,2026-01-15T06:24:16.604169Z,26.841
162,2026-01-15T06:23:54.979930Z,2026-01-15T06:24:29.345774Z,34.366
163,2026-01-15T06:24:00.677217Z,2026-01-15T06:24:31.500319Z,30.823
164,2026-01-15T06:24:04.918509Z,2026-01-15T06:24:50.536514Z,45.618
165,2026-01-15T06:24:06.574742Z,2026-01-15T06:24:51.536514Z,44.962
166,2026-01-15T06:24:32.478660Z,2026-01-15T06:24:55.937986Z,23.459
167,2026-01-15T06:24:49.101661Z,2026-01-15T06:25:30.579056Z,41.477
168,2026-01-15T06:24:54.799482Z,2026-01-15T06:25:33.545726Z,38.746
169,2026-01-15T06:25:01.066616Z,2026-01-15T06:25:48.686532Z,47.62
170,2026-01-15T06:25:02.970774Z,2026-01-15T06:25:55.028166Z,52.057
171,2026-01-15T06:25:08.266871Z,2026-01-15T06:26:03.633917Z,55.367
172,2026-01-15T06:25:18.872182Z,2026-01-15T06:26:25.571431Z,66.699
173,2026-01-15T06:25:35.034612Z,2026-01-15T06:26:39.032377Z,63.998
174,2026-01-15T06:25:42.949181Z,2026-01-15T06:26:41.236322Z,58.287
175,2026-01-15T06:25:48.877585Z,2026-01-15T06:26:50.268348Z,61.391
176,2026-01-15T06:25:50.044041Z,2026-01-15T06:26:54.083251Z,64.039
177,2026-01-15T06:25:55.826085Z,2026-01-15T06:27:01.821344Z,65.995
178,2026-01-15T06:25:57.637669Z,2026-01-15T06:27:14.574264Z,76.937
179,2026-01-15T06:25:57.923912Z,2026-01-15T06:27:17.053313Z,79.129
180,2026-01-15T06:26:26.937209Z,2026-01-15T06:27:19.264933Z,52.328
181,2026-01-15T06:26:34.214894Z,2026-01-15T06:27:20.544853Z,46.33
182,2026-01-15T06:26:39.254545Z,2026-01-15T06:27:21.798274Z,42.544
183,2026-01-15T06:26:41.415556Z,2026-01-15T06:27:57.299044Z,75.883
184,2026-01-15T06:26:42.271430Z,2026-01-15T06:28:11.956721Z,89.685
185,2026-01-15T06:26:43.786362Z,2026-01-15T06:28:13.286469Z,89.5
186,2026-01-15T06:26:58.152206Z,2026-01-15T06:28:14.286469Z,76.134
187,2026-01-15T06:27:13.529738Z,2026-01-15T06:28:15.286469Z,61.757
188,2026-01-15T06:27:23.531511Z,2026-01-15T06:28:23.488239Z,59.957
189,2026-01-15T06:27:26.906876Z,2026-01-15T06:28:35.016440Z,68.11
190,2026-01-15T06:27:37.397469Z,2026-01-15T06:28:40.844051Z,63.447
191,2026-01-15T06:27:46.555711Z,2026-01-15T06:28:43.351606Z,56.796
192,2026-01-15T06:27:46.719448Z,2026-01-15T06:28:45.866094Z,59.147
193,2026-01-15T06:27:58.381085Z,2026-01-15T06:28:48.032058Z,49.651
194,2026-01-15T06:28:06.640808Z,2026-01-15T06:28:54.310986Z,47.67
195,2026-01-15T06:28:24.397450Z,2026-01-15T06:28:55.310986Z,30.914
196,2026-01-15T06:28:49.114246Z,2026-01-15T06:29:11.757056Z,22.643
197,2026-01-15T06:29:07.097609Z,2026-01-15T06:29:23.464101Z,16.366
198,2026-01-15T06:29:21.841368Z,2026-01-15T06:29:27.487227Z,5.646
199,2026-01-15T06:29:41.628349Z,2026-01-15T06:30:02.171103Z,20.543
200,2026-01-15T06:29:43.405268Z,2026-01-15T06:30:19.971321Z,36.566
201,2026-01-15T06:29:50.440967Z,2026-01-15T06:30:26.573332Z,36.132
202,2026-01-15T06:29:52.766601Z,2026-01-15T06:30:27.573332Z,34.807
203,2026-01-15T06:30:06.086602Z,2026-01-15T06:30:34.202497Z,28.116
204,2026-01-15T06:30:12.264198Z,2026-01-15T06:30:37.210201Z,24.946
205,2026-01-15T06:30:13.495718Z,2026-01-15T06:30:49.871048Z,36.375
206,2026-01-15T06:30:29.365901Z,2026-01-15T06:30:56.656246Z,27.29
207,2026-01-15T06:30:37.849168Z,2026-01-15T06:31:09.061504Z,31.212
208,2026-01-15T06:30:41.711092Z,2026-01-15T06:31:11.138213Z,29.427
209,2026-01-15T06:30:47.894176Z,2026-01-15T06:31:13.461101Z,25.567
210,2026-01-15T06:30:49.206145Z,2026-01-15T06:31:15.595041Z,26.389
211,2026-01-15T06:30:53.959302Z,2026-01-15T06:31:19.149065Z,25.19
212,2026-01-15T06:30:59.554075Z,2026-01-15T06:31:25.269246Z,25.715
213,2026-01-15T06:31:28.899542Z,2026-01-15T06:31:33.821172Z,4.922
214,2026-01-15T06:31:40.535706Z,2026-01-15T06:32:07.640509Z,27.105
215,2026-01-15T06:31:41.121600Z,2026-01-15T06:32:15.934624Z,34.813
216,2026-01-15T06:32:10.071022Z,2026-01-15T06:32:23.822396Z,13.751
217,2026-01-15T06:32:19.351943Z,2026-01-15T06:32:26.508104Z,7.156
218,2026-01-15T06:32:34.187195Z,2026-01-15T06:32:45.008152Z,10.821
219,2026-01-15T06:32:39.504818Z,2026-01-15T06:32:46.008152Z,6.503
220,2026-01-15T06:32:40.208279Z,2026-01-15T06:32:53.391158Z,13.183
221,2026-01-15T06:32:46.433427Z,2026-01-15T06:33:27.742498Z,41.309
222,2026-01-15T06:32:46.486251Z,2026-01-15T06:33:28.742498Z,42.256
223,2026-01-15T06:32:51.721007Z,2026-01-15T06:33:44.804081Z,53.083
224,2026-01-15T06:32:53.448319Z,2026-01-15T06:33:47.321406Z,53.873
225,2026-01-15T06:33:01.070531Z,2026-01-15T06:33:50.634296Z,49.564
226,2026-01-15T06:33:08.096987Z,2026-01-15T06:33:54.559533Z,46.463
227,2026-01-15T06:33:11.355588Z,2026-01-15T06:33:58.215628Z,46.86
228,2026-01-15T06:33:16.820070Z,2026-01-15T06:34:19.629864Z,62.81
229,2026-01-15T06:33:28.123731Z,2026-01-15T06:34:24.453190Z,56.329
230,2026-01-15T06:33:34.133284Z,2026-01-15T06:34:28.073935Z,53.941
231,2026-01-15T06:33:41.962011Z,2026-01-15T06:34:29.073935Z,47.112
232,2026-01-15T06:33:50.051691Z,2026-01-15T06:34:50.899907Z,60.848
233,2026-01-15T06:34:02.537189Z,2026-01-15T06:34:56.593811Z,54.057
234,2026-01-15T06:34:18.807509Z,2026-01-15T06:35:35.204864Z,76.397
235,2026-01-15T06:34:30.835019Z,2026-01-15T06:35:37.243265Z,66.408
236,2026-01-15T06:34:49.694146Z,2026-01-15T06:35:40.437595Z,50.743
237,2026-01-15T06:34:56.806290Z,2026-01-15T06:35:46.920823Z,50.115
238,2026-01-15T06:35:07.354834Z,2026-01-15T06:36:04.567807Z,57.213
239,2026-01-15T06:35:08.490568Z,2026-01-15T06:36:19.024046Z,70.533
240,2026-01-15T06:35:11.857898Z,2026-01-15T06:36:33.220204Z,81.362
241,2026-01-15T06:35:12.463958Z,2026-01-15T06:36:34.220204Z,81.756
242,2026-01-15T06:35:25.152199Z,2026-01-15T06:36:39.546834Z,74.395
243,2026-01-15T06:35:33.558756Z,2026-01-15T06:36:45.242323Z,71.684
244,2026-01-15T06:35:42.334363Z,2026-01-15T06:36:55.821875Z,73.488
245,2026-01-15T06:35:50.141472Z,2026-01-15T06:36:57.289150Z,67.148
246,2026-01-15T06:35:53.353875Z,2026-01-15T06:37:01.623707Z,68.27
247,2026-01-15T06:36:02.838977Z,2026-01-15T06:37:11.118416Z,68.279
248,2026-01-15T06:36:05.797300Z,2026-01-15T06:37:12.118416Z,66.321
249,2026-01-15T06:36:06.431864Z,2026-01-15T06:37:16.915901Z,70.484
250,2026-01-15T06:36:06.875841Z,2026-01-15T06:37:21.729400Z,74.854
251,2026-01-15T06:36:10.169744Z,2026-01-15T06:37:41.069000Z,90.899
252,2026-01-15T06:36:14.839603Z,2026-01-15T06:38:20.568929Z,125.729
253,2026-01-15T06:36:24.248919Z,2026-01-15T06:38:31.538199Z,127.289
254,2026-01-15T06:36:27.484425Z,2026-01-15T06:38:38.917058Z,131.433
255,2026-01-15T06:36:41.391707Z,2026-01-15T06:38:55.855113Z,134.463
256,2026-01-15T06:37:12.002045Z,2026-01-15T06:39:05.718834Z,113.717
257,2026-01-15T06:37:19.482343Z,2026-01-15T06:39:06.718834Z,107.236
258,2026-01-15T06:37:25.996147Z,2026-01-15T06:39:12.468593Z,106.472
259,2026-01-15T06:37:36.466348Z,2026-01-15T06:39:13.468593Z,97.002
260,2026-01-15T06:37:44.270006Z,2026-01-15T06:39:15.079298Z,90.809
261,2026-01-15T06:37:48.567829Z,2026-01-15T06:39:26.516766Z,97.949
262,2026-01-15T06:37:51.822755Z,2026-01-15T06:39:47.441925Z,115.619
263,2026-01-15T06:37:51.995963Z,2026-01-15T06:39:48.441925Z,116.446
264,2026-01-15T06:38:04.147355Z,2026-01-15T06:39:57.982407Z,113.835
265,2026-01-15T06:38:22.770145Z,2026-01-15T06:40:08.901529Z,106.131
266,2026-01-15T06:38:30.144876Z,2026-01-15T06:40:35.041359Z,124.896
267,2026-01-15T06:38:56.391923Z,2026-01-15T06:40:43.722278Z,107.33
268,2026-01-15T06:39:02.673443Z,2026-01-15T06:40:54.312642Z,111.639
269,2026-01-15T06:39:10.583394Z,2026-01-15T06:41:01.874284Z,111.291
270,2026-01-15T06:39:21.088113Z,2026-01-15T06:41:29.310590Z,128.222
271,2026-01-15T06:39:21.246777Z,2026-01-15T06:41:30.310590Z,129.064
272,2026-01-15T06:39:25.664846Z,2026-01-15T06:41:34.640235Z,128.975
273,2026-01-15T06:39:29.636018Z,2026-01-15T06:41:38.047867Z,128.412
274,2026-01-15T06:39:34.522524Z,2026-01-15T06:42:10.039195Z,155.517
275,2026-01-15T06:39:34.534612Z,2026-01-15T06:42:32.299089Z,177.764
276,2026-01-15T06:39:35.053636Z,2026-01-15T06:42:35.201559Z,180.148
277,2026-01-15T06:39:40.330504Z,2026-01-15T06:42:36.728823Z,176.398
278,2026-01-15T06:39:46.800736Z,2026-01-15T06:42:43.385676Z,176.585
279,2026-01-15T06:39:59.100528Z,2026-01-15T06:42:45.685743Z,166.585
280,2026-01-15T06:40:02.967553Z,2026-01-15T06:43:14.752893Z,191.785
281,2026-01-15T06:40:07.755279Z,2026-01-15T06:43:24.304809Z,196.55
282,2026-01-15T06:40:24.456760Z,2026-01-15T06:43:36.395670Z,191.939
283,2026-01-15T06:40:37.848080Z,2026-01-15T06:43:39.762180Z,181.914
284,2026-01-15T06:40:49.886700Z,2026-01-15T06:43:45.905380Z,176.019
285,2026-01-15T06:40:51.595173Z,2026-01-15T06:43:52.803691Z,181.209
286,2026-01-15T06:41:11.463887Z,2026-01-15T06:44:03.356093Z,171.892
287,2026-01-15T06:41:12.645964Z,2026-01-15T06:44:09.047721Z,176.402
288,2026-01-15T06:41:13.866050Z,2026-01-15T06:44:13.273838Z,179.408
289,2026-01-15T06:41:26.974874Z,2026-01-15T06:44:14.917310Z,167.942
290,2026-01-15T06:41:30.699307Z,2026-01-15T06:44:17.021378Z,166.322
291,2026-01-15T06:41:54.782478Z,2026-01-15T06:44:28.297435Z,153.515
292,2026-01-15T06:42:04.570049Z,2026-01-15T06:44:36.872896Z,152.303
293,2026-01-15T06:42:05.962065Z,2026-01-15T06:44:44.677833Z,158.716
294,2026-01-15T06:42:18.576469Z,2026-01-15T06:45:01.863281Z,163.287
295,2026-01-15T06:42:28.368644Z,2026-01-15T06:45:03.123339Z,154.755
296,2026-01-15T06:42:54.276702Z,2026-01-15T06:45:18.752195Z,144.475
297,2026-01-15T06:42:56.470810Z,2026-01-15T06:45:22.376969Z,145.906
298,2026-01-15T06:42:58.943367Z,2026-01-15T06:45:26.160442Z,147.217
299,2026-01-15T06:42:59.077921Z,2026-01-15T06:45:53.022159Z,173.944
300,2026-01-15T06:43:32.518489Z,2026-01-15T06:45:56.548160Z,144.03
301,2026-01-15T06:43:33.066564Z,2026-01-15T06:45:58.911430Z,145.845
302,2026-01-15T06:43:51.002059Z,2026-01-15T06:46:23.646085Z,152.644
303,2026-01-15T06:43:51.487708Z,2026-01-15T06:46:34.262156Z,162.774
304,2026-01-15T06:43:58.023981Z,2026-01-15T06:46:39.378615Z,161.355
305,2026-01-15T06:43:59.798121Z,2026-01-15T06:46:47.711338Z,167.913
306,2026-01-15T06:43:59.895691Z,2026-01-15T06:46:48.711338Z,168.816
307,2026-01-15T06:44:03.546537Z,2026-01-15T06:46:51.467121Z,167.921
308,2026-01-15T06:44:27.832827Z,2026-01-15T06:46:57.470516Z,149.638
309,2026-01-15T06:44:36.007938Z,2026-01-15T06:47:09.567044Z,153.559
310,2026-01-15T06:44:45.156726Z,2026-01-15T06:47:29.567198Z,164.41
311,2026-01-15T06:44:53.066341Z,2026-01-15T06:47:54.735707Z,181.669
312,2026-01-15T06:44:53.072340Z,2026-01-15T06:48:10.705587Z,197.633
313,2026-01-15T06:45:08.685705Z,2026-01-15T06:48:26.036786Z,197.351
314,2026-01-15T06:45:25.237635Z,2026-01-15T06:48:35.012068Z,189.774
315,2026-01-15T06:45:27.605076Z,2026-01-15T06:48:42.779711Z,195.175
316,2026-01-15T06:45:37.809625Z,2026-01-15T06:48:43.779711Z,185.97
317,2026-01-15T06:45:47.932417Z,2026-01-15T06:48:52.377494Z,184.445
318,2026-01-15T06:45:48.997735Z,2026-01-15T06:49:07.138950Z,198.141
319,2026-01-15T06:46:03.110433Z,2026-01-15T06:49:11.120225Z,188.01
320,2026-01-15T06:46:15.041636Z,2026-01-15T06:49:12.145441Z,177.104
321,2026-01-15T06:46:21.685941Z,2026-01-15T06:49:13.951192Z,172.265
322,2026-01-15T06:46:39.147693Z,2026-01-15T06:49:31.876505Z,172.729
323,2026-01-15T06:46:40.129228Z,2026-01-15T06:49:48.113655Z,187.984
324,2026-01-15T06:46:46.510097Z,2026-01-15T06:49:50.824172Z,184.314
325,2026-01-15T06:46:47.822998Z,2026-01-15T06:49:52.350315Z,184.527
326,2026-01-15T06:46:51.231545Z,2026-01-15T06:50:02.636210Z,191.405
327,2026-01-15T06:46:53.066662Z,2026-01-15T06:50:06.796252Z,193.73
328,2026-01-15T06:47:11.109943Z,2026-01-15T06:50:09.419065Z,178.309
329,2026-01-15T06:47:36.247048Z,2026-01-15T06:50:27.893906Z,171.647
330,2026-01-15T06:47:37.776662Z,2026-01-15T06:50:29.164265Z,171.388
331,2026-01-15T06:47:40.045496Z,2026-01-15T06:50:37.046249Z,177.001
332,2026-01-15T06:48:06.583443Z,2026-01-15T06:51:03.188495Z,176.605
