pax_id,in_ts_utc,out_ts_utc,wait_seconds
30,2026-01-20T06:19:11.601971Z,2026-01-20T06:19:18.564863Z,6.963
31,2026-01-20T06:19:12.769820Z,2026-01-20T06:19:18.737907Z,5.968
32,2026-01-20T06:19:13.790146Z,2026-01-20T06:19:28.570651Z,14.781
33,2026-01-20T06:19:20.911844Z,2026-01-20T06:19:46.269811Z,25.358
34,2026-01-20T06:19:21.402945Z,2026-01-20T06:19:58.626766Z,37.224
35,2026-01-20T06:19:37.037727Z,2026-01-20T06:19:59.725854Z,22.688
36,2026-01-20T06:20:12.375987Z,2026-01-20T06:20:03.418784Z,-8.957
37,2026-01-20T06:20:18.870570Z,2026-01-20T06:20:11.962499Z,-6.908
38,2026-01-20T06:20:23.243646Z,2026-01-20T06:20:22.483202Z,-0.76
39,2026-01-20T06:20:33.615530Z,2026-01-20T06:20:25.885859Z,-7.73
40,2026-01-20T06:20:35.963840Z,2026-01-20T06:20:34.270036Z,-1.694
41,2026-01-20T06:20:39.573046Z,2026-01-20T06:20:37.592348Z,-1.981
42,2026-01-20T06:20:46.810401Z,2026-01-20T06:20:47.154848Z,0.344
43,2026-01-20T06:20:50.399668Z,2026-01-20T06:20:49.227301Z,-1.172
44,2026-01-20T06:20:59.088376Z,2026-01-20T06:20:57.843101Z,-1.245
45,2026-01-20T06:21:01.693642Z,2026-01-20T06:21:00.981097Z,-0.713
46,2026-01-20T06:21:08.389559Z,2026-01-20T06:21:04.288854Z,-4.101
47,2026-01-20T06:21:10.326303Z,2026-01-20T06:21:05.847421Z,-4.479
48,2026-01-20T06:21:17.866487Z,2026-01-20T06:21:12.121525Z,-5.745
49,2026-01-20T06:21:32.927237Z,2026-01-20T06:21:13.223695Z,-19.704
50,2026-01-20T06:21:40.351946Z,2026-01-20T06:21:14.096500Z,-26.255
51,2026-01-20T06:21:41.668492Z,2026-01-20T06:21:30.312166Z,-11.356
52,2026-01-20T06:21:46.356878Z,2026-01-20T06:21:41.847262Z,-4.51
53,2026-01-20T06:21:47.274172Z,2026-01-20T06:21:47.845524Z,0.571
54,2026-01-20T06:21:51.589382Z,2026-01-20T06:21:53.408307Z,1.819
55,2026-01-20T06:22:12.539813Z,2026-01-20T06:22:14.365823Z,1.826
56,2026-01-20T06:22:15.094662Z,2026-01-20T06:22:19.948151Z,4.853
57,2026-01-20T06:22:15.916689Z,2026-01-20T06:22:29.839120Z,13.922
58,2026-01-20T06:22:23.954074Z,2026-01-20T06:22:33.659860Z,9.706
59,2026-01-20T06:22:30.265463Z,2026-01-20T06:22:39.814943Z,9.549
60,2026-01-20T06:22:43.932658Z,2026-01-20T06:22:43.595357Z,-0.337
61,2026-01-20T06:22:46.587206Z,2026-01-20T06:22:48.930338Z,2.343
62,2026-01-20T06:22:52.988570Z,2026-01-20T06:22:53.188422Z,0.2
63,2026-01-20T06:22:54.301463Z,2026-01-20T06:22:58.279395Z,3.978
64,2026-01-20T06:22:55.238772Z,2026-01-20T06:22:59.256847Z,4.018
65,2026-01-20T06:22:59.881219Z,2026-01-20T06:23:02.308235Z,2.427
66,2026-01-20T06:23:06.048184Z,2026-01-20T06:23:02.743178Z,-3.305
67,2026-01-20T06:23:13.310324Z,2026-01-20T06:23:25.211956Z,11.902
68,2026-01-20T06:23:15.924687Z,2026-01-20T06:23:31.230056Z,15.305
69,2026-01-20T06:23:24.271754Z,2026-01-20T06:23:44.495379Z,20.224
70,2026-01-20T06:23:34.182386Z,2026-01-20T06:23:45.488839Z,11.306
71,2026-01-20T06:23:34.230805Z,2026-01-20T06:23:47.988910Z,13.758
72,2026-01-20T06:23:39.262082Z,2026-01-20T06:23:54.292903Z,15.031
73,2026-01-20T06:23:39.897383Z,2026-01-20T06:23:59.523615Z,19.626
74,2026-01-20T06:23:40.070420Z,2026-01-20T06:24:15.711509Z,35.641
75,2026-01-20T06:23:46.432187Z,2026-01-20T06:24:18.507325Z,32.075
76,2026-01-20T06:23:52.470298Z,2026-01-20T06:24:25.574626Z,33.104
77,2026-01-20T06:23:55.220770Z,2026-01-20T06:24:28.869176Z,33.648
78,2026-01-20T06:24:01.360308Z,2026-01-20T06:24:31.618008Z,30.258
79,2026-01-20T06:24:10.865154Z,2026-01-20T06:24:56.278648Z,45.413
80,2026-01-20T06:24:13.181682Z,2026-01-20T06:24:58.806641Z,45.625
81,2026-01-20T06:24:21.691705Z,2026-01-20T06:24:59.379102Z,37.687
82,2026-01-20T06:24:27.047547Z,2026-01-20T06:25:14.404158Z,47.357
83,2026-01-20T06:24:29.491387Z,2026-01-20T06:25:15.744491Z,46.253
84,2026-01-20T06:24:31.447311Z,2026-01-20T06:25:29.225145Z,57.778
85,2026-01-20T06:24:38.037280Z,2026-01-20T06:25:31.271432Z,53.234
86,2026-01-20T06:24:38.489943Z,2026-01-20T06:25:34.809492Z,56.32
87,2026-01-20T06:24:40.016102Z,2026-01-20T06:25:42.680485Z,62.664
88,2026-01-20T06:24:48.579120Z,2026-01-20T06:25:46.343690Z,57.765
89,2026-01-20T06:24:54.639636Z,2026-01-20T06:25:46.459100Z,51.819
90,2026-01-20T06:24:57.285353Z,2026-01-20T06:25:51.081755Z,53.796
91,2026-01-20T06:25:00.833199Z,2026-01-20T06:25:52.876171Z,52.043
92,2026-01-20T06:25:05.671315Z,2026-01-20T06:26:08.187524Z,62.516
93,2026-01-20T06:25:13.420396Z,2026-01-20T06:26:13.343313Z,59.923
94,2026-01-20T06:25:31.612535Z,2026-01-20T06:26:23.988975Z,52.376
95,2026-01-20T06:25:31.820584Z,2026-01-20T06:26:28.203718Z,56.383
96,2026-01-20T06:25:33.693720Z,2026-01-20T06:26:29.648223Z,55.955
97,2026-01-20T06:25:36.070631Z,2026-01-20T06:26:30.466122Z,54.395
98,2026-01-20T06:25:37.922589Z,2026-01-20T06:26:34.153606Z,56.231
99,2026-01-20T06:25:45.414836Z,2026-01-20T06:26:36.897536Z,51.483
100,2026-01-20T06:25:47.842942Z,2026-01-20T06:26:52.286507Z,64.444
101,2026-01-20T06:25:55.170398Z,2026-01-20T06:27:01.700333Z,66.53
102,2026-01-20T06:25:56.724840Z,2026-01-20T06:27:07.840635Z,71.116
103,2026-01-20T06:25:58.828822Z,2026-01-20T06:27:10.293697Z,71.465
104,2026-01-20T06:26:01.590818Z,2026-01-20T06:27:11.866543Z,70.276
105,2026-01-20T06:26:12.946726Z,2026-01-20T06:27:13.948906Z,61.002
106,2026-01-20T06:26:13.401910Z,2026-01-20T06:27:27.440899Z,74.039
107,2026-01-20T06:26:23.411582Z,2026-01-20T06:27:46.159723Z,82.748
108,2026-01-20T06:26:29.790117Z,2026-01-20T06:27:54.152239Z,84.362
109,2026-01-20T06:26:33.982985Z,2026-01-20T06:27:59.395113Z,85.412
110,2026-01-20T06:26:34.481623Z,2026-01-20T06:28:13.449578Z,98.968
111,2026-01-20T06:26:34.517107Z,2026-01-20T06:28:27.565609Z,113.049
112,2026-01-20T06:26:43.276917Z,2026-01-20T06:28:28.049223Z,104.772
113,2026-01-20T06:26:47.174330Z,2026-01-20T06:28:33.556979Z,106.383
114,2026-01-20T06:26:52.347117Z,2026-01-20T06:28:37.631722Z,105.285
115,2026-01-20T06:26:52.855120Z,2026-01-20T06:28:37.918230Z,105.063
116,2026-01-20T06:26:55.115379Z,2026-01-20T06:28:42.881119Z,107.766
117,2026-01-20T06:27:03.033203Z,2026-01-20T06:28:51.789328Z,108.756
118,2026-01-20T06:27:06.336747Z,2026-01-20T06:29:00.137622Z,113.801
119,2026-01-20T06:27:13.416487Z,2026-01-20T06:29:06.299829Z,112.883
120,2026-01-20T06:27:18.737869Z,2026-01-20T06:29:15.087455Z,116.35
121,2026-01-20T06:27:25.631753Z,2026-01-20T06:29:17.120322Z,111.489
122,2026-01-20T06:27:33.559746Z,2026-01-20T06:29:20.701667Z,107.142
123,2026-01-20T06:27:33.564395Z,2026-01-20T06:29:24.887526Z,111.323
124,2026-01-20T06:27:39.380510Z,2026-01-20T06:29:34.650856Z,115.27
125,2026-01-20T06:27:50.800141Z,2026-01-20T06:29:43.552124Z,112.752
126,2026-01-20T06:27:54.812552Z,2026-01-20T06:29:54.044781Z,119.232
127,2026-01-20T06:27:55.445978Z,2026-01-20T06:30:03.528253Z,128.082
128,2026-01-20T06:27:59.986308Z,2026-01-20T06:30:17.417373Z,137.431
129,2026-01-20T06:28:03.771844Z,2026-01-20T06:30:26.387656Z,142.616
130,2026-01-20T06:28:05.187305Z,2026-01-20T06:30:31.369588Z,146.182
131,2026-01-20T06:28:06.566451Z,2026-01-20T06:30:38.293497Z,151.727
132,2026-01-20T06:28:07.215848Z,2026-01-20T06:30:47.886603Z,160.671
133,2026-01-20T06:28:12.267462Z,2026-01-20T06:30:53.280423Z,161.013
134,2026-01-20T06:28:18.633149Z,2026-01-20T06:30:57.953264Z,159.32
135,2026-01-20T06:28:19.099020Z,2026-01-20T06:30:58.432301Z,159.333
136,2026-01-20T06:28:28.791230Z,2026-01-20T06:30:59.333857Z,150.543
137,2026-01-20T06:28:35.278982Z,2026-01-20T06:31:02.227212Z,146.948
138,2026-01-20T06:28:38.014362Z,2026-01-20T06:31:13.481928Z,155.468
139,2026-01-20T06:28:43.995933Z,2026-01-20T06:31:27.275065Z,163.279
140,2026-01-20T06:29:00.066817Z,2026-01-20T06:31:31.626460Z,151.56
141,2026-01-20T06:29:05.009603Z,2026-01-20T06:31:35.408353Z,150.399
142,2026-01-20T06:29:09.957956Z,2026-01-20T06:31:45.756589Z,155.799
143,2026-01-20T06:29:13.033612Z,2026-01-20T06:31:56.290897Z,163.257
144,2026-01-20T06:29:17.994093Z,2026-01-20T06:31:56.707982Z,158.714
145,2026-01-20T06:29:24.027704Z,2026-01-20T06:31:56.830395Z,152.803
146,2026-01-20T06:29:30.273172Z,2026-01-20T06:32:00.661041Z,150.388
147,2026-01-20T06:29:43.841321Z,2026-01-20T06:32:05.525309Z,141.684
148,2026-01-20T06:29:44.258834Z,2026-01-20T06:32:27.828299Z,163.569
149,2026-01-20T06:29:57.981827Z,2026-01-20T06:32:29.506204Z,151.524
150,2026-01-20T06:30:00.559394Z,2026-01-20T06:32:33.098528Z,152.539
151,2026-01-20T06:30:18.088105Z,2026-01-20T06:32:35.450247Z,137.362
152,2026-01-20T06:30:22.519510Z,2026-01-20T06:32:46.326253Z,143.807
153,2026-01-20T06:30:24.405861Z,2026-01-20T06:32:48.402517Z,143.997
154,2026-01-20T06:30:38.505078Z,2026-01-20T06:32:50.849481Z,132.344
155,2026-01-20T06:30:47.227435Z,2026-01-20T06:32:54.163529Z,126.936
156,2026-01-20T06:30:49.732871Z,2026-01-20T06:33:01.241546Z,131.509
157,2026-01-20T06:30:50.118707Z,2026-01-20T06:33:03.419471Z,133.301
158,2026-01-20T06:30:58.215443Z,2026-01-20T06:33:05.721209Z,127.506
159,2026-01-20T06:31:00.004084Z,2026-01-20T06:33:06.718158Z,126.714
160,2026-01-20T06:31:04.786080Z,2026-01-20T06:33:07.627149Z,122.841
161,2026-01-20T06:31:14.253147Z,2026-01-20T06:33:16.596672Z,122.344
162,2026-01-20T06:31:19.375224Z,2026-01-20T06:33:20.096259Z,120.721
163,2026-01-20T06:31:34.828139Z,2026-01-20T06:33:44.991395Z,130.163
164,2026-01-20T06:31:35.180936Z,2026-01-20T06:33:45.406896Z,130.226
165,2026-01-20T06:31:55.896869Z,2026-01-20T06:33:55.366529Z,119.47
166,2026-01-20T06:31:55.946132Z,2026-01-20T06:34:14.069406Z,138.123
167,2026-01-20T06:32:15.784510Z,2026-01-20T06:34:15.246590Z,119.462
168,2026-01-20T06:32:16.835208Z,2026-01-20T06:34:22.238881Z,125.404
169,2026-01-20T06:32:17.383166Z,2026-01-20T06:34:26.977039Z,129.594
170,2026-01-20T06:32:30.176778Z,2026-01-20T06:34:29.889338Z,119.713
171,2026-01-20T06:32:45.444762Z,2026-01-20T06:34:38.368975Z,112.924
172,2026-01-20T06:32:47.504443Z,2026-01-20T06:34:45.049449Z,117.545
173,2026-01-20T06:32:48.142384Z,2026-01-20T06:34:45.094642Z,116.952
174,2026-01-20T06:33:06.207320Z,2026-01-20T06:34:54.738368Z,108.531
175,2026-01-20T06:33:07.852708Z,2026-01-20T06:35:00.553109Z,112.7
176,2026-01-20T06:33:09.854668Z,2026-01-20T06:35:00.713239Z,110.859
177,2026-01-20T06:33:13.787172Z,2026-01-20T06:35:02.843180Z,109.056
178,2026-01-20T06:33:32.613159Z,2026-01-20T06:35:05.179261Z,92.566
179,2026-01-20T06:33:45.858341Z,2026-01-20T06:35:11.096219Z,85.238
180,2026-01-20T06:34:20.083921Z,2026-01-20T06:35:14.192881Z,54.109
181,2026-01-20T06:34:29.994152Z,2026-01-20T06:35:14.356871Z,44.363
182,2026-01-20T06:34:31.889551Z,2026-01-20T06:35:47.267008Z,75.377
183,2026-01-20T06:34:32.245718Z,2026-01-20T06:35:53.100759Z,80.855
184,2026-01-20T06:34:34.686153Z,2026-01-20T06:36:03.300819Z,88.615
185,2026-01-20T06:35:32.866287Z,2026-01-20T06:36:11.688618Z,38.822
186,2026-01-20T06:35:52.033013Z,2026-01-20T06:36:12.580395Z,20.547
187,2026-01-20T06:35:59.574150Z,2026-01-20T06:36:38.290690Z,38.717
188,2026-01-20T06:36:13.342877Z,2026-01-20T06:36:38.735051Z,25.392
189,2026-01-20T06:36:40.135425Z,2026-01-20T06:36:58.175523Z,18.04
190,2026-01-20T06:37:06.577586Z,2026-01-20T06:37:13.191454Z,6.614
191,2026-01-20T06:37:44.525687Z,2026-01-20T06:37:45.241624Z,0.716
192,2026-01-20T06:38:28.714723Z,2026-01-20T06:38:43.137232Z,14.423
193,2026-01-20T06:39:34.673734Z,2026-01-20T06:39:07.413077Z,-27.261
194,2026-01-20T06:55:20.828350Z,2026-01-20T06:55:09.642959Z,-11.185
195,2026-01-20T06:56:11.325880Z,2026-01-20T06:56:41.363517Z,30.038
196,2026-01-20T06:57:16.943941Z,2026-01-20T06:57:48.507524Z,31.564
197,2026-01-20T06:58:09.720353Z,2026-01-20T06:58:01.566348Z,-8.154
198,2026-01-20T06:58:56.936080Z,2026-01-20T06:58:30.704716Z,-26.231
199,2026-01-20T06:59:09.291043Z,2026-01-20T06:59:35.745265Z,26.454
200,2026-01-20T06:59:13.779919Z,2026-01-20T06:59:42.840466Z,29.061
201,2026-01-20T06:59:43.857993Z,2026-01-20T06:59:51.838358Z,7.98
202,2026-01-20T07:00:08.591195Z,2026-01-20T07:00:14.298563Z,5.707
203,2026-01-20T07:00:16.815076Z,2026-01-20T07:00:15.497262Z,-1.318
204,2026-01-20T07:00:34.800404Z,2026-01-20T07:00:46.867184Z,12.067
205,2026-01-20T07:00:50.194021Z,2026-01-20T07:00:54.504267Z,4.31
206,2026-01-20T07:01:26.039504Z,2026-01-20T07:01:06.494303Z,-19.545
207,2026-01-20T07:01:42.424008Z,2026-01-20T07:01:22.797497Z,-19.627
208,2026-01-20T07:01:43.955641Z,2026-01-20T07:01:30.558159Z,-13.397
209,2026-01-20T07:01:57.890568Z,2026-01-20T07:01:31.785453Z,-26.105
210,2026-01-20T07:01:59.129671Z,2026-01-20T07:01:51.166575Z,-7.963
211,2026-01-20T07:02:09.430612Z,2026-01-20T07:02:06.000047Z,-3.431
212,2026-01-20T07:02:16.314287Z,2026-01-20T07:02:15.497203Z,-0.817
213,2026-01-20T07:02:34.148998Z,2026-01-20T07:02:21.373743Z,-12.775
214,2026-01-20T07:02:41.018761Z,2026-01-20T07:02:32.949304Z,-8.069
215,2026-01-20T07:02:51.179028Z,2026-01-20T07:02:37.352069Z,-13.827
216,2026-01-20T07:02:58.162095Z,2026-01-20T07:02:54.877528Z,-3.285
217,2026-01-20T07:03:02.391046Z,2026-01-20T07:03:00.582450Z,-1.809
218,2026-01-20T07:03:11.729864Z,2026-01-20T07:03:02.199726Z,-9.53
219,2026-01-20T07:03:13.357962Z,2026-01-20T07:03:09.729483Z,-3.628
220,2026-01-20T07:03:14.955585Z,2026-01-20T07:03:12.817899Z,-2.138
221,2026-01-20T07:03:24.354573Z,2026-01-20T07:03:18.709498Z,-5.645
222,2026-01-20T07:03:31.648886Z,2026-01-20T07:03:23.693123Z,-7.956
223,2026-01-20T07:03:35.624757Z,2026-01-20T07:03:27.166716Z,-8.458
224,2026-01-20T07:03:41.681817Z,2026-01-20T07:03:38.445632Z,-3.236
225,2026-01-20T07:03:47.249538Z,2026-01-20T07:03:52.873345Z,5.624
226,2026-01-20T07:04:02.485376Z,2026-01-20T07:04:08.803403Z,6.318
227,2026-01-20T07:04:03.751112Z,2026-01-20T07:04:12.324083Z,8.573
228,2026-01-20T07:04:09.212347Z,2026-01-20T07:04:16.241042Z,7.029
229,2026-01-20T07:04:20.291994Z,2026-01-20T07:04:16.899601Z,-3.392
230,2026-01-20T07:04:24.498144Z,2026-01-20T07:04:30.554774Z,6.057
231,2026-01-20T07:04:40.501247Z,2026-01-20T07:04:42.311008Z,1.81
232,2026-01-20T07:04:46.174370Z,2026-01-20T07:04:43.284890Z,-2.889
233,2026-01-20T07:04:56.493209Z,2026-01-20T07:04:44.466294Z,-12.027
234,2026-01-20T07:04:57.968860Z,2026-01-20T07:04:54.572296Z,-3.397
235,2026-01-20T07:05:01.136750Z,2026-01-20T07:05:16.851556Z,15.715
236,2026-01-20T07:05:05.570131Z,2026-01-20T07:05:24.608892Z,19.039
237,2026-01-20T07:05:08.160978Z,2026-01-20T07:05:31.091076Z,22.93
238,2026-01-20T07:05:11.713185Z,2026-01-20T07:05:34.528784Z,22.816
239,2026-01-20T07:05:16.879101Z,2026-01-20T07:05:36.116016Z,19.237
240,2026-01-20T07:05:25.703356Z,2026-01-20T07:05:39.104828Z,13.401
241,2026-01-20T07:05:31.959943Z,2026-01-20T07:05:43.516943Z,11.557
242,2026-01-20T07:05:32.440129Z,2026-01-20T07:05:44.063954Z,11.624
243,2026-01-20T07:05:39.524238Z,2026-01-20T07:05:45.081843Z,5.558
244,2026-01-20T07:05:51.412578Z,2026-01-20T07:06:01.396189Z,9.984
245,2026-01-20T07:05:58.682591Z,2026-01-20T07:06:05.548689Z,6.866
246,2026-01-20T07:06:03.862511Z,2026-01-20T07:06:26.771833Z,22.909
247,2026-01-20T07:06:11.074891Z,2026-01-20T07:06:31.160345Z,20.085
248,2026-01-20T07:06:19.475805Z,2026-01-20T07:06:33.964531Z,14.489
249,2026-01-20T07:06:22.345829Z,2026-01-20T07:06:38.010428Z,15.665
250,2026-01-20T07:06:24.054678Z,2026-01-20T07:06:51.660918Z,27.606
251,2026-01-20T07:06:32.271579Z,2026-01-20T07:06:55.510834Z,23.239
252,2026-01-20T07:06:39.650814Z,2026-01-20T07:06:56.217912Z,16.567
253,2026-01-20T07:06:42.719956Z,2026-01-20T07:07:06.117284Z,23.397
254,2026-01-20T07:06:45.512514Z,2026-01-20T07:07:15.416289Z,29.904
255,2026-01-20T07:06:50.766748Z,2026-01-20T07:07:16.098978Z,25.332
256,2026-01-20T07:06:51.613390Z,2026-01-20T07:07:19.172384Z,27.559
257,2026-01-20T07:06:56.927021Z,2026-01-20T07:07:41.778674Z,44.852
258,2026-01-20T07:07:05.969410Z,2026-01-20T07:07:41.885428Z,35.916
259,2026-01-20T07:07:07.732481Z,2026-01-20T07:07:54.609660Z,46.877
260,2026-01-20T07:07:24.120007Z,2026-01-20T07:08:01.475050Z,37.355
261,2026-01-20T07:07:25.209444Z,2026-01-20T07:08:08.399522Z,43.19
262,2026-01-20T07:07:28.431963Z,2026-01-20T07:08:10.846547Z,42.415
263,2026-01-20T07:07:29.457105Z,2026-01-20T07:08:16.790856Z,47.334
264,2026-01-20T07:07:36.277545Z,2026-01-20T07:08:24.228428Z,47.951
265,2026-01-20T07:07:40.556416Z,2026-01-20T07:08:25.369282Z,44.813
266,2026-01-20T07:07:40.569977Z,2026-01-20T07:08:27.454543Z,46.885
267,2026-01-20T07:07:41.320254Z,2026-01-20T07:08:29.080317Z,47.76
268,2026-01-20T07:07:43.403459Z,2026-01-20T07:08:50.783196Z,67.38
269,2026-01-20T07:07:50.432142Z,2026-01-20T07:08:57.028803Z,66.597
270,2026-01-20T07:07:51.624336Z,2026-01-20T07:09:05.739232Z,74.115
271,2026-01-20T07:07:52.263749Z,2026-01-20T07:09:07.231368Z,74.968
272,2026-01-20T07:08:03.209607Z,2026-01-20T07:09:08.770002Z,65.56
273,2026-01-20T07:08:05.904986Z,2026-01-20T07:09:16.997399Z,71.092
274,2026-01-20T07:08:08.346914Z,2026-01-20T07:09:20.806586Z,72.46
275,2026-01-20T07:08:17.291239Z,2026-01-20T07:09:24.783723Z,67.492
276,2026-01-20T07:08:18.917045Z,2026-01-20T07:09:36.291517Z,77.374
277,2026-01-20T07:08:19.641755Z,2026-01-20T07:09:48.835163Z,89.193
278,2026-01-20T07:08:19.977449Z,2026-01-20T07:09:53.869100Z,93.892
279,2026-01-20T07:08:22.550445Z,2026-01-20T07:09:58.605556Z,96.055
280,2026-01-20T07:08:25.037043Z,2026-01-20T07:10:01.485581Z,96.449
281,2026-01-20T07:08:25.413249Z,2026-01-20T07:10:05.675402Z,100.262
282,2026-01-20T07:08:26.040007Z,2026-01-20T07:10:21.875746Z,115.836
283,2026-01-20T07:08:27.496267Z,2026-01-20T07:10:22.811062Z,115.315
284,2026-01-20T07:08:30.184340Z,2026-01-20T07:10:25.476573Z,115.292
285,2026-01-20T07:08:35.967321Z,2026-01-20T07:10:27.111701Z,111.144
286,2026-01-20T07:08:47.889803Z,2026-01-20T07:10:28.838729Z,100.949
287,2026-01-20T07:09:01.276239Z,2026-01-20T07:10:31.638195Z,90.362
288,2026-01-20T07:09:02.785003Z,2026-01-20T07:10:40.492195Z,97.707
289,2026-01-20T07:09:03.690847Z,2026-01-20T07:11:00.168064Z,116.477
290,2026-01-20T07:09:10.081933Z,2026-01-20T07:11:05.162390Z,115.08
291,2026-01-20T07:09:11.501468Z,2026-01-20T07:11:05.296892Z,113.795
292,2026-01-20T07:09:22.048650Z,2026-01-20T07:11:14.084530Z,112.036
293,2026-01-20T07:09:26.810152Z,2026-01-20T07:11:35.874390Z,129.064
294,2026-01-20T07:09:30.444075Z,2026-01-20T07:11:36.632083Z,126.188
295,2026-01-20T07:09:31.073160Z,2026-01-20T07:11:51.103389Z,140.03
296,2026-01-20T07:09:31.165606Z,2026-01-20T07:11:52.239059Z,141.073
297,2026-01-20T07:09:32.273069Z,2026-01-20T07:11:53.763683Z,141.491
298,2026-01-20T07:09:33.386016Z,2026-01-20T07:11:56.512039Z,143.126
299,2026-01-20T07:09:33.553454Z,2026-01-20T07:12:03.817159Z,150.264
300,2026-01-20T07:09:35.048875Z,2026-01-20T07:12:10.119082Z,155.07
301,2026-01-20T07:09:52.516461Z,2026-01-20T07:12:29.895347Z,157.379
302,2026-01-20T07:09:53.647705Z,2026-01-20T07:12:31.619642Z,157.972
303,2026-01-20T07:09:53.918826Z,2026-01-20T07:12:36.666678Z,162.748
304,2026-01-20T07:10:00.393276Z,2026-01-20T07:12:36.976959Z,156.584
305,2026-01-20T07:10:01.233769Z,2026-01-20T07:12:38.501076Z,157.267
306,2026-01-20T07:10:01.633202Z,2026-01-20T07:12:57.219898Z,175.587
307,2026-01-20T07:10:02.130844Z,2026-01-20T07:12:57.577874Z,175.447
308,2026-01-20T07:10:05.966074Z,2026-01-20T07:12:59.972443Z,174.006
309,2026-01-20T07:10:08.225555Z,2026-01-20T07:13:01.703983Z,173.478
310,2026-01-20T07:10:09.776257Z,2026-01-20T07:13:02.643553Z,172.867
311,2026-01-20T07:10:12.227213Z,2026-01-20T07:13:11.716256Z,179.489
312,2026-01-20T07:10:22.445511Z,2026-01-20T07:13:16.118335Z,173.673
313,2026-01-20T07:10:24.950399Z,2026-01-20T07:13:19.949803Z,174.999
314,2026-01-20T07:10:33.774335Z,2026-01-20T07:13:25.987660Z,172.213
315,2026-01-20T07:10:34.409952Z,2026-01-20T07:13:26.549679Z,172.14
316,2026-01-20T07:10:35.234654Z,2026-01-20T07:13:41.237193Z,186.003
317,2026-01-20T07:10:38.006661Z,2026-01-20T07:13:42.001695Z,183.995
318,2026-01-20T07:10:39.491139Z,2026-01-20T07:13:54.169508Z,194.678
319,2026-01-20T07:10:52.195535Z,2026-01-20T07:14:12.618841Z,200.423
320,2026-01-20T07:10:53.244497Z,2026-01-20T07:14:12.971415Z,199.727
321,2026-01-20T07:10:56.393248Z,2026-01-20T07:14:21.456865Z,205.064
322,2026-01-20T07:10:58.547071Z,2026-01-20T07:14:27.694856Z,209.148
323,2026-01-20T07:11:03.782505Z,2026-01-20T07:14:27.700817Z,203.918
324,2026-01-20T07:11:11.679073Z,2026-01-20T07:14:30.679864Z,199.001
325,2026-01-20T07:11:22.359466Z,2026-01-20T07:14:32.422490Z,190.063
326,2026-01-20T07:11:23.448555Z,2026-01-20T07:14:43.770019Z,200.321
327,2026-01-20T07:11:32.402922Z,2026-01-20T07:14:44.075032Z,191.672
328,2026-01-20T07:11:32.943135Z,2026-01-20T07:14:58.729843Z,205.787
329,2026-01-20T07:11:35.713042Z,2026-01-20T07:15:03.102352Z,207.389
330,2026-01-20T07:11:35.912926Z,2026-01-20T07:15:07.156840Z,211.244
