event_id,direction,ts_utc,source_pax_id,corruption
236,out,2026-01-15T06:19:35.653344Z,122,original
237,out,2026-01-15T06:19:51.076445Z,123,original
238,out,2026-01-15T06:19:53.514274Z,124,original
239,out,2026-01-15T06:20:01.346617Z,125,original
240,out,2026-01-15T06:20:03.240191Z,126,original
241,out,2026-01-15T06:20:06.205280Z,127,original
242,in,2026-01-15T06:20:06.271461Z,135,original
243,out,2026-01-15T06:20:11.696616Z,128,original
244,in,2026-01-15T06:20:15.478394Z,136,original
245,in,2026-01-15T06:20:21.571050Z,137,original
246,out,2026-01-15T06:20:27.226768Z,129,original
247,in,2026-01-15T06:20:34.617726Z,139,original
248,out,2026-01-15T06:20:42.271809Z,130,original
249,out,2026-01-15T06:20:48.331796Z,131,original
250,in,2026-01-15T06:20:52.941964Z,140,original
251,out,2026-01-15T06:20:53.876147Z,132,original
252,out,2026-01-15T06:20:56.621689Z,135,original
253,in,2026-01-15T06:20:58.771986Z,142,original
254,out,2026-01-15T06:21:05.430208Z,136,original
255,out,2026-01-15T06:21:05.461370Z,134,original
256,in,2026-01-15T06:21:07.095629Z,144,original
257,in,2026-01-15T06:21:07.978407Z,143,original
258,out,2026-01-15T06:21:09.362249Z,137,original
259,out,2026-01-15T06:21:10.664350Z,138,original
260,out,2026-01-15T06:21:16.246201Z,139,original
261,in,2026-01-15T06:21:19.317454Z,146,original
262,in,2026-01-15T06:21:22.073687Z,148,original
263,in,2026-01-15T06:21:24.064603Z,145,original
264,out,2026-01-15T06:21:29.648427Z,140,original
265,in,2026-01-15T06:21:33.095877Z,149,original
266,out,2026-01-15T06:21:49.690008Z,143,original
267,out,2026-01-15T06:21:49.890607Z,141,original
268,out,2026-01-15T06:21:51.523025Z,142,original
269,out,2026-01-15T06:21:58.450479Z,144,original
270,in,2026-01-15T06:22:01.825519Z,152,original
271,in,2026-01-15T06:22:04.918271Z,153,original
272,out,2026-01-15T06:22:06.611850Z,145,original
273,in,2026-01-15T06:22:10.059880Z,155,original
274,out,2026-01-15T06:22:14.928061Z,146,original
275,out,2026-01-15T06:22:17.672178Z,147,original
276,out,2026-01-15T06:22:23.043568Z,148,original
277,out,2026-01-15T06:22:34.969962Z,149,original
278,out,2026-01-15T06:22:38.668722Z,150,original
279,in,2026-01-15T06:22:41.501946Z,156,original
280,out,2026-01-15T06:22:46.815303Z,152,original
281,in,2026-01-15T06:22:48.141422Z,157,original
282,out,2026-01-15T06:22:53.589253Z,151,original
283,in,2026-01-15T06:23:15.876281Z,158,original
284,in,2026-01-15T06:23:22.213934Z,159,original
285,out,2026-01-15T06:23:25.093518Z,154,original
286,out,2026-01-15T06:23:26.674276Z,153,original
287,out,2026-01-15T06:23:32.133484Z,158,original
288,out,2026-01-15T06:23:32.570825Z,156,original
289,out,2026-01-15T06:23:32.759505Z,155,original
290,out,2026-01-15T06:23:36.876343Z,157,original
291,in,2026-01-15T06:23:48.052435Z,160,original
292,in,2026-01-15T06:23:53.893132Z,162,original
293,in,2026-01-15T06:23:53.966777Z,161,original
294,out,2026-01-15T06:23:56.129945Z,159,original
295,out,2026-01-15T06:23:57.141830Z,160,original
296,in,2026-01-15T06:24:02.062767Z,163,original
297,in,2026-01-15T06:24:08.511273Z,164,original
298,in,2026-01-15T06:24:08.970904Z,165,original
299,out,2026-01-15T06:24:17.746812Z,161,original
300,out,2026-01-15T06:24:31.353153Z,162,original
301,in,2026-01-15T06:24:32.700572Z,166,original
302,out,2026-01-15T06:24:33.422058Z,163,original
303,out,2026-01-15T06:24:49.928769Z,164,original
304,in,2026-01-15T06:24:53.978973Z,167,original
305,out,2026-01-15T06:24:54.086608Z,165,original
306,out,2026-01-15T06:24:54.685180Z,166,original
307,in,2026-01-15T06:25:02.427522Z,170,original
308,in,2026-01-15T06:25:04.067040Z,169,original
309,in,2026-01-15T06:25:16.040270Z,172,original
310,out,2026-01-15T06:25:30.677977Z,168,original
311,in,2026-01-15T06:25:40.516883Z,173,original
312,in,2026-01-15T06:25:47.126434Z,176,original
313,out,2026-01-15T06:25:50.027451Z,169,original
314,in,2026-01-15T06:25:50.364229Z,179,original
315,in,2026-01-15T06:25:52.921108Z,175,original
316,out,2026-01-15T06:25:53.424317Z,170,original
317,in,2026-01-15T06:25:56.996201Z,178,original
318,in,2026-01-15T06:25:57.708273Z,177,original
319,out,2026-01-15T06:26:05.458931Z,171,original
320,out,2026-01-15T06:26:20.479124Z,,spurious
321,out,2026-01-15T06:26:21.047289Z,172,original
322,in,2026-01-15T06:26:31.243517Z,180,original
323,in,2026-01-15T06:26:36.434902Z,181,original
324,in,2026-01-15T06:26:38.909424Z,184,original
325,in,2026-01-15T06:26:42.031918Z,183,original
326,out,2026-01-15T06:26:42.442681Z,174,original
327,in,2026-01-15T06:26:42.734598Z,182,original
328,out,2026-01-15T06:26:43.691453Z,173,original
329,in,2026-01-15T06:26:46.751639Z,185,original
330,out,2026-01-15T06:26:51.871494Z,176,original
331,out,2026-01-15T06:26:51.922835Z,175,original
332,out,2026-01-15T06:27:06.110806Z,177,original
333,out,2026-01-15T06:27:15.571936Z,178,original
334,out,2026-01-15T06:27:16.403570Z,179,original
335,out,2026-01-15T06:27:17.960695Z,182,original
336,in,2026-01-15T06:27:18.237290Z,187,original
337,out,2026-01-15T06:27:20.757533Z,181,original
338,in,2026-01-15T06:27:24.208019Z,188,original
339,out,2026-01-15T06:27:25.221895Z,180,original
340,in,2026-01-15T06:27:28.800762Z,189,original
341,in,2026-01-15T06:27:33.866076Z,190,original
342,in,2026-01-15T06:27:50.100306Z,191,original
343,out,2026-01-15T06:27:59.766869Z,183,original
344,in,2026-01-15T06:28:03.836929Z,193,original
345,out,2026-01-15T06:28:04.782243Z,184,original
346,out,2026-01-15T06:28:10.159228Z,186,original
347,out,2026-01-15T06:28:13.213524Z,185,original
348,out,2026-01-15T06:28:18.681688Z,187,original
349,in,2026-01-15T06:28:19.097119Z,195,original
350,out,2026-01-15T06:28:26.261945Z,188,original
351,out,2026-01-15T06:28:35.692010Z,189,original
352,out,2026-01-15T06:28:41.339888Z,190,original
353,out,2026-01-15T06:28:43.698646Z,191,original
354,out,2026-01-15T06:28:43.725312Z,193,original
355,out,2026-01-15T06:28:45.659030Z,192,original
356,out,2026-01-15T06:28:49.596911Z,194,original
357,in,2026-01-15T06:28:52.048518Z,196,original
358,out,2026-01-15T06:28:57.194464Z,195,original
359,out,2026-01-15T06:29:09.694153Z,196,original
360,out,2026-01-15T06:29:20.468271Z,197,original
361,in,2026-01-15T06:29:21.300660Z,198,original
362,out,2026-01-15T06:29:30.523607Z,198,original
363,in,2026-01-15T06:29:43.941103Z,199,original
364,in,2026-01-15T06:29:47.998385Z,200,original
365,in,2026-01-15T06:29:50.825608Z,201,original
366,in,2026-01-15T06:29:56.232671Z,202,original
367,out,2026-01-15T06:30:04.892398Z,199,original
368,in,2026-01-15T06:30:10.955986Z,205,original
369,in,2026-01-15T06:30:13.868164Z,204,original
370,out,2026-01-15T06:30:21.377910Z,200,original
371,in,2026-01-15T06:30:27.204337Z,206,original
372,out,2026-01-15T06:30:27.313669Z,201,original
373,out,2026-01-15T06:30:31.042542Z,202,original
374,out,2026-01-15T06:30:31.589434Z,203,original
375,in,2026-01-15T06:30:32.257196Z,207,original
376,out,2026-01-15T06:30:34.284772Z,204,original
377,in,2026-01-15T06:30:43.618383Z,209,original
378,in,2026-01-15T06:30:47.076969Z,208,original
379,in,2026-01-15T06:30:48.214358Z,210,original
380,out,2026-01-15T06:30:51.731325Z,205,original
381,out,2026-01-15T06:30:54.615466Z,206,original
382,in,2026-01-15T06:30:56.746236Z,212,original
383,out,2026-01-15T06:31:11.119706Z,208,original
384,out,2026-01-15T06:31:15.616542Z,209,original
385,out,2026-01-15T06:31:15.765213Z,207,original
386,out,2026-01-15T06:31:17.312894Z,210,original
387,out,2026-01-15T06:31:19.244720Z,211,original
388,out,2026-01-15T06:31:25.733973Z,212,original
389,in,2026-01-15T06:31:26.911907Z,213,original
390,out,2026-01-15T06:31:34.835660Z,213,original
391,in,2026-01-15T06:31:43.757798Z,214,original
392,in,2026-01-15T06:31:45.078233Z,215,original
393,out,2026-01-15T06:32:07.109467Z,214,original
394,in,2026-01-15T06:32:13.523040Z,216,original
395,out,2026-01-15T06:32:14.068659Z,215,original
396,out,2026-01-15T06:32:20.281355Z,216,original
397,in,2026-01-15T06:32:23.003708Z,217,original
398,out,2026-01-15T06:32:26.428571Z,217,original
399,in,2026-01-15T06:32:32.795839Z,218,original
400,in,2026-01-15T06:32:32.817559Z,220,original
401,out,2026-01-15T06:32:43.713789Z,218,original
402,in,2026-01-15T06:32:44.782638Z,219,original
403,in,2026-01-15T06:32:49.251332Z,223,original
404,out,2026-01-15T06:32:51.393037Z,220,original
405,in,2026-01-15T06:32:52.499928Z,222,original
406,out,2026-01-15T06:32:53.103139Z,219,original
407,in,2026-01-15T06:32:57.600205Z,224,original
408,in,2026-01-15T06:33:05.207351Z,225,original
409,in,2026-01-15T06:33:12.225248Z,228,original
410,out,2026-01-15T06:33:28.209198Z,222,original
411,out,2026-01-15T06:33:32.983924Z,221,original
412,in,2026-01-15T06:33:36.823466Z,230,original
413,in,2026-01-15T06:33:42.226597Z,231,original
414,out,2026-01-15T06:33:42.577448Z,223,original
415,out,2026-01-15T06:33:45.318604Z,224,original
416,in,2026-01-15T06:33:48.121238Z,232,original
417,out,2026-01-15T06:33:50.173458Z,225,original
418,out,2026-01-15T06:33:51.433235Z,226,original
419,out,2026-01-15T06:33:57.593265Z,227,original
420,in,2026-01-15T06:34:03.679072Z,233,original
421,in,2026-01-15T06:34:18.118509Z,234,original
422,out,2026-01-15T06:34:19.524639Z,228,original
423,out,2026-01-15T06:34:24.591923Z,229,original
424,in,2026-01-15T06:34:26.998534Z,235,original
425,out,2026-01-15T06:34:28.686961Z,231,original
426,out,2026-01-15T06:34:30.068685Z,230,original
427,out,2026-01-15T06:34:46.087114Z,232,original
428,in,2026-01-15T06:34:46.092478Z,236,original
429,in,2026-01-15T06:35:02.154899Z,237,original
430,out,2026-01-15T06:35:05.306288Z,233,original
431,in,2026-01-15T06:35:07.825120Z,238,original
432,in,2026-01-15T06:35:12.046567Z,240,original
433,in,2026-01-15T06:35:13.225940Z,241,original
434,in,2026-01-15T06:35:33.979022Z,243,original
435,out,2026-01-15T06:35:34.030118Z,235,original
436,out,2026-01-15T06:35:34.600611Z,234,original
437,in,2026-01-15T06:35:42.820371Z,244,original
438,in,2026-01-15T06:35:47.606625Z,245,original
439,in,2026-01-15T06:35:49.381267Z,246,original
440,out,2026-01-15T06:35:51.671668Z,237,original
441,in,2026-01-15T06:36:00.761958Z,248,original
442,in,2026-01-15T06:36:03.137448Z,249,original
443,in,2026-01-15T06:36:04.927981Z,251,original
444,out,2026-01-15T06:36:06.618833Z,238,original
445,in,2026-01-15T06:36:09.327125Z,250,original
446,out,2026-01-15T06:36:20.713232Z,239,original
447,in,2026-01-15T06:36:28.422766Z,254,original
448,out,2026-01-15T06:36:36.172247Z,242,original
449,out,2026-01-15T06:36:36.748367Z,241,original
450,out,2026-01-15T06:36:37.163047Z,240,original
451,in,2026-01-15T06:36:45.221473Z,255,original
452,out,2026-01-15T06:36:49.439667Z,243,original
453,out,2026-01-15T06:36:56.418054Z,244,original
454,out,2026-01-15T06:36:59.149677Z,245,original
455,out,2026-01-15T06:37:07.173151Z,246,original
456,out,2026-01-15T06:37:08.273207Z,248,original
457,out,2026-01-15T06:37:08.523449Z,247,original
458,out,2026-01-15T06:37:12.675884Z,249,original
459,in,2026-01-15T06:37:16.064886Z,256,original
460,in,2026-01-15T06:37:24.337664Z,258,original
461,out,2026-01-15T06:37:26.018162Z,250,original
462,out,2026-01-15T06:37:35.183985Z,,spurious
463,out,2026-01-15T06:37:42.667467Z,251,original
464,in,2026-01-15T06:37:44.006627Z,260,original
465,in,2026-01-15T06:37:44.217096Z,261,original
466,in,2026-01-15T06:37:51.965845Z,263,original
467,in,2026-01-15T06:37:54.107452Z,262,original
468,in,2026-01-15T06:38:13.318494Z,264,original
469,out,2026-01-15T06:38:22.176549Z,252,original
470,in,2026-01-15T06:38:24.343792Z,265,original
471,in,2026-01-15T06:38:30.550346Z,266,original
472,out,2026-01-15T06:38:30.552898Z,253,original
473,out,2026-01-15T06:38:38.987710Z,254,original
474,out,2026-01-15T06:38:59.553056Z,255,original
475,out,2026-01-15T06:39:00.318062Z,257,original
476,in,2026-01-15T06:39:05.795573Z,268,original
477,out,2026-01-15T06:39:06.116809Z,256,original
478,out,2026-01-15T06:39:10.853744Z,260,original
479,out,2026-01-15T06:39:13.434368Z,258,original
480,out,2026-01-15T06:39:14.878251Z,259,original
481,in,2026-01-15T06:39:18.896385Z,271,original
482,in,2026-01-15T06:39:24.443325Z,272,original
483,in,2026-01-15T06:39:25.147895Z,273,original
484,out,2026-01-15T06:39:26.825543Z,261,original
485,in,2026-01-15T06:39:31.133621Z,275,original
486,in,2026-01-15T06:39:36.020193Z,274,original
487,in,2026-01-15T06:39:38.956658Z,276,original
488,in,2026-01-15T06:39:45.215511Z,277,original
489,in,2026-01-15T06:39:46.585583Z,278,original
490,out,2026-01-15T06:39:49.064982Z,262,original
491,out,2026-01-15T06:39:53.363516Z,263,original
492,in,2026-01-15T06:39:54.762829Z,279,original
493,out,2026-01-15T06:39:57.888137Z,264,original
494,in,2026-01-15T06:40:02.357362Z,281,original
495,in,2026-01-15T06:40:04.781481Z,280,original
496,out,2026-01-15T06:40:13.137944Z,265,original
497,in,2026-01-15T06:40:27.454372Z,282,original
498,out,2026-01-15T06:40:31.655277Z,266,original
499,in,2026-01-15T06:40:32.688057Z,283,original
500,out,2026-01-15T06:40:41.212443Z,267,original
501,in,2026-01-15T06:40:50.211329Z,285,original
502,in,2026-01-15T06:40:53.745848Z,284,original
503,out,2026-01-15T06:40:57.532575Z,268,original
504,out,2026-01-15T06:41:02.455927Z,269,original
505,in,2026-01-15T06:41:09.776619Z,287,original
506,in,2026-01-15T06:41:10.002530Z,286,original
507,in,2026-01-15T06:41:14.980553Z,288,original
508,out,2026-01-15T06:41:23.921422Z,270,original
509,in,2026-01-15T06:41:28.040776Z,289,original
510,out,2026-01-15T06:41:33.704822Z,271,original
511,out,2026-01-15T06:41:34.940776Z,272,original
512,out,2026-01-15T06:41:39.599284Z,273,original
513,in,2026-01-15T06:42:00.249056Z,291,original
514,in,2026-01-15T06:42:04.560259Z,292,original
515,in,2026-01-15T06:42:08.243873Z,293,original
516,out,2026-01-15T06:42:17.462256Z,274,original
517,in,2026-01-15T06:42:28.143643Z,295,original
518,out,2026-01-15T06:42:35.193072Z,275,original
519,out,2026-01-15T06:42:35.467254Z,276,original
520,out,2026-01-15T06:42:39.539946Z,278,original
521,out,2026-01-15T06:42:39.628062Z,277,original
522,out,2026-01-15T06:42:46.252965Z,279,original
523,in,2026-01-15T06:42:55.291666Z,299,original
524,in,2026-01-15T06:42:55.514958Z,296,original
525,in,2026-01-15T06:42:55.958619Z,297,original
526,in,2026-01-15T06:43:01.058234Z,298,original
527,out,2026-01-15T06:43:12.449299Z,280,original
528,out,2026-01-15T06:43:24.019676Z,281,original
529,in,2026-01-15T06:43:30.003780Z,301,original
530,out,2026-01-15T06:43:32.785819Z,282,original
531,in,2026-01-15T06:43:33.500208Z,300,original
532,out,2026-01-15T06:43:38.983555Z,283,original
533,out,2026-01-15T06:43:43.602674Z,284,original
534,in,2026-01-15T06:43:47.581390Z,303,original
535,out,2026-01-15T06:43:54.193477Z,285,original
536,in,2026-01-15T06:43:54.575912Z,302,original
