minute_start_utc,in_count,out_count,naive_occupancy_end
2026-01-15T09:11:00Z,15,6,-260
2026-01-15T09:12:00Z,8,13,-265
2026-01-15T09:13:00Z,10,7,-262
2026-01-15T09:14:00Z,6,7,-263
2026-01-15T09:15:00Z,8,7,-262
2026-01-15T09:16:00Z,15,7,-254
2026-01-15T09:17:00Z,4,10,-260
2026-01-15T09:18:00Z,9,6,-257
2026-01-15T09:19:00Z,11,2,-248
2026-01-15T09:20:00Z,10,11,-249
2026-01-15T09:21:00Z,12,6,-243
2026-01-15T09:22:00Z,14,6,-235
2026-01-15T09:23:00Z,5,6,-236
2026-01-15T09:24:00Z,5,6,-237
2026-01-15T09:25:00Z,5,7,-239
2026-01-15T09:26:00Z,8,7,-238
2026-01-15T09:27:00Z,12,6,-232
2026-01-15T09:28:00Z,13,5,-224
2026-01-15T09:29:00Z,13,12,-223
2026-01-15T09:30:00Z,7,11,-227
2026-01-15T09:31:00Z,14,9,-222
2026-01-15T09:32:00Z,9,8,-221
2026-01-15T09:33:00Z,10,8,-219
2026-01-15T09:34:00Z,11,7,-215
2026-01-15T09:35:00Z,5,5,-215
2026-01-15T09:36:00Z,8,13,-220
2026-01-15T09:37:00Z,7,8,-221
2026-01-15T09:38:00Z,6,12,-227
2026-01-15T09:39:00Z,13,9,-223
2026-01-15T09:40:00Z,8,10,-225
2026-01-15T09:41:00Z,6,7,-226
2026-01-15T09:42:00Z,7,9,-228
2026-01-15T09:43:00Z,7,6,-227
2026-01-15T09:44:00Z,9,6,-224
2026-01-15T09:45:00Z,3,14,-235
2026-01-15T09:46:00Z,8,10,-237
2026-01-15T09:47:00Z,8,7,-236
2026-01-15T09:48:00Z,6,14,-244
2026-01-15T09:49:00Z,11,9,-242
2026-01-15T09:50:00Z,9,10,-243
2026-01-15T09:51:00Z,6,7,-244
2026-01-15T09:52:00Z,4,5,-245
2026-01-15T09:53:00Z,8,13,-250
2026-01-15T09:54:00Z,7,8,-251
2026-01-15T09:55:00Z,13,7,-245
2026-01-15T09:56:00Z,9,7,-243
2026-01-15T09:57:00Z,4,8,-247
2026-01-15T09:58:00Z,13,8,-242
2026-01-15T09:59:00Z,9,9,-242
2026-01-15T10:00:00Z,10,13,-245
2026-01-15T10:01:00Z,9,8,-244
2026-01-15T10:02:00Z,11,6,-239
2026-01-15T10:03:00Z,7,7,-239
2026-01-15T10:04:00Z,7,10,-242
2026-01-15T10:05:00Z,8,5,-239
2026-01-15T10:06:00Z,9,7,-237
2026-01-15T10:07:00Z,10,9,-236
2026-01-15T10:08:00Z,7,9,-238
2026-01-15T10:09:00Z,8,9,-239
2026-01-15T10:10:00Z,10,8,-237
2026-01-15T10:11:00Z,13,5,-229
2026-01-15T10:12:00Z,5,12,-236
2026-01-15T10:13:00Z,8,3,-231
2026-01-15T10:14:00Z,9,12,-234
2026-01-15T10:15:00Z,10,5,-229
2026-01-15T10:16:00Z,7,6,-228
2026-01-15T10:17:00Z,10,10,-228
2026-01-15T10:18:00Z,4,5,-229
2026-01-15T10:19:00Z,7,12,-234
2026-01-15T10:20:00Z,12,7,-229
2026-01-15T10:21:00Z,8,13,-234
2026-01-15T10:22:00Z,4,7,-237
2026-01-15T10:23:00Z,7,7,-237
2026-01-15T10:24:00Z,5,10,-242
2026-01-15T10:25:00Z,9,10,-243
2026-01-15T10:26:00Z,12,10,-241
2026-01-15T10:27:00Z,3,11,-249
2026-01-15T10:28:00Z,8,11,-252
2026-01-15T10:29:00Z,7,7,-252
2026-01-15T10:30:00Z,9,10,-253
2026-01-15T10:31:00Z,5,7,-255
2026-01-15T10:32:00Z,3,6,-258
2026-01-15T10:33:00Z,9,13,-262
2026-01-15T10:34:00Z,14,6,-254
2026-01-15T10:35:00Z,13,12,-253
2026-01-15T10:36:00Z,12,10,-251
2026-01-15T10:37:00Z,8,5,-248
2026-01-15T10:38:00Z,6,12,-254
2026-01-15T10:39:00Z,12,13,-255
2026-01-15T10:40:00Z,8,10,-257
2026-01-15T10:41:00Z,6,9,-260
2026-01-15T10:42:00Z,8,11,-263
2026-01-15T10:43:00Z,5,6,-264
2026-01-15T10:44:00Z,8,12,-268
2026-01-15T10:45:00Z,6,8,-270
2026-01-15T10:46:00Z,7,9,-272
2026-01-15T10:47:00Z,8,7,-271
2026-01-15T10:48:00Z,11,6,-266
2026-01-15T10:49:00Z,11,9,-264
2026-01-15T10:50:00Z,5,7,-266
2026-01-15T10:51:00Z,8,11,-269
2026-01-15T10:52:00Z,11,8,-266
2026-01-15T10:53:00Z,9,5,-262
2026-01-15T10:54:00Z,6,9,-265
2026-01-15T10:55:00Z,6,5,-264
2026-01-15T10:56:00Z,6,8,-266
2026-01-15T10:57:00Z,8,6,-264
2026-01-15T10:58:00Z,10,7,-261
2026-01-15T10:59:00Z,13,12,-260
2026-01-15T11:00:00Z,5,8,-263
2026-01-15T11:01:00Z,14,6,-255
2026-01-15T11:02:00Z,10,10,-255
2026-01-15T11:03:00Z,8,4,-251
2026-01-15T11:04:00Z,7,4,-248
2026-01-15T11:05:00Z,10,8,-246
2026-01-15T11:06:00Z,10,10,-246
2026-01-15T11:07:00Z,9,7,-244
2026-01-15T11:08:00Z,8,10,-246
2026-01-15T11:09:00Z,9,5,-242
2026-01-15T11:10:00Z,7,9,-244
2026-01-15T11:11:00Z,6,12,-250
2026-01-15T11:12:00Z,6,14,-258
2026-01-15T11:13:00Z,7,6,-257
2026-01-15T11:14:00Z,11,12,-258
2026-01-15T11:15:00Z,7,10,-261
2026-01-15T11:16:00Z,8,9,-262
2026-01-15T11:17:00Z,9,11,-264
2026-01-15T11:18:00Z,9,10,-265
2026-01-15T11:19:00Z,9,11,-267
2026-01-15T11:20:00Z,9,5,-263
2026-01-15T11:21:00Z,6,11,-268
2026-01-15T11:22:00Z,5,10,-273
2026-01-15T11:23:00Z,12,11,-272
2026-01-15T11:24:00Z,9,8,-271
2026-01-15T11:25:00Z,11,7,-267
2026-01-15T11:26:00Z,13,6,-260
2026-01-15T11:27:00Z,5,4,-259
2026-01-15T11:28:00Z,10,10,-259
2026-01-15T11:29:00Z,5,6,-260
2026-01-15T11:30:00Z,5,8,-263
2026-01-15T11:31:00Z,6,8,-265
2026-01-15T11:32:00Z,8,6,-263
2026-01-15T11:33:00Z,7,9,-265
2026-01-15T11:34:00Z,8,12,-269
2026-01-15T11:35:00Z,5,14,-278
2026-01-15T11:36:00Z,2,9,-285
2026-01-15T11:37:00Z,8,9,-286
2026-01-15T11:38:00Z,13,7,-280
2026-01-15T11:39:00Z,15,5,-270
2026-01-15T11:40:00Z,12,6,-264
2026-01-15T11:41:00Z,6,14,-272
2026-01-15T11:42:00Z,10,11,-273
2026-01-15T11:43:00Z,3,10,-280
2026-01-15T11:44:00Z,4,7,-283
2026-01-15T11:45:00Z,11,9,-281
2026-01-15T11:46:00Z,5,11,-287
2026-01-15T11:47:00Z,6,6,-287
2026-01-15T11:48:00Z,6,6,-287
2026-01-15T11:49:00Z,8,9,-288
2026-01-15T11:50:00Z,10,11,-289
2026-01-15T11:51:00Z,10,10,-289
2026-01-15T11:52:00Z,14,6,-281
2026-01-15T11:53:00Z,12,11,-280
2026-01-15T11:54:00Z,16,7,-271
2026-01-15T11:55:00Z,3,7,-275
2026-01-15T11:56:00Z,8,8,-275
2026-01-15T11:57:00Z,10,4,-269
2026-01-15T11:58:00Z,9,6,-266
2026-01-15T11:59:00Z,3,6,-269
2026-01-15T12:00:00Z,11,6,-264
2026-01-15T12:01:00Z,14,14,-264
2026-01-15T12:02:00Z,8,9,-265
2026-01-15T12:03:00Z,8,12,-269
2026-01-15T12:04:00Z,4,12,-277
2026-01-15T12:05:00Z,8,7,-276
2026-01-15T12:06:00Z,7,12,-281
2026-01-15T12:07:00Z,11,9,-279
2026-01-15T12:08:00Z,8,5,-276
2026-01-15T12:09:00Z,8,16,-284
2026-01-15T12:10:00Z,13,8,-279
2026-01-15T12:11:00Z,6,16,-289
2026-01-15T12:12:00Z,7,9,-291
2026-01-15T12:13:00Z,8,11,-294
2026-01-15T12:14:00Z,11,8,-291
2026-01-15T12:15:00Z,12,6,-285
2026-01-15T12:16:00Z,7,7,-285
2026-01-15T12:17:00Z,8,6,-283
2026-01-15T12:18:00Z,6,7,-284
2026-01-15T12:19:00Z,7,7,-284
2026-01-15T12:20:00Z,11,7,-280
2026-01-15T12:21:00Z,7,10,-283
2026-01-15T12:22:00Z,5,10,-288
2026-01-15T12:23:00Z,9,11,-290
2026-01-15T12:24:00Z,2,7,-295
2026-01-15T12:25:00Z,8,4,-291
2026-01-15T12:26:00Z,12,6,-285
2026-01-15T12:27:00Z,12,10,-283
2026-01-15T12:28:00Z,10,5,-278
2026-01-15T12:29:00Z,10,7,-275
2026-01-15T12:30:00Z,9,10,-276
2026-01-15T12:31:00Z,4,14,-286
2026-01-15T12:32:00Z,8,5,-283
2026-01-15T12:33:00Z,4,17,-296
2026-01-15T12:34:00Z,8,5,-293
2026-01-15T12:35:00Z,13,8,-288
2026-01-15T12:36:00Z,10,5,-283
2026-01-15T12:37:00Z,8,9,-284
2026-01-15T12:38:00Z,15,7,-276
2026-01-15T12:39:00Z,8,11,-279
2026-01-15T12:40:00Z,4,7,-282
2026-01-15T12:41:00Z,3,8,-287
2026-01-15T12:42:00Z,12,8,-283
2026-01-15T12:43:00Z,8,8,-283
2026-01-15T12:44:00Z,6,12,-289
2026-01-15T12:45:00Z,11,5,-283
2026-01-15T12:46:00Z,11,10,-282
2026-01-15T12:47:00Z,7,7,-282
2026-01-15T12:48:00Z,4,14,-292
2026-01-15T12:49:00Z,11,6,-287
2026-01-15T12:50:00Z,5,10,-292
2026-01-15T12:51:00Z,14,5,-283
2026-01-15T12:52:00Z,9,18,-292
2026-01-15T12:53:00Z,11,7,-288
2026-01-15T12:54:00Z,8,11,-291
2026-01-15T12:55:00Z,7,9,-293
2026-01-15T12:56:00Z,6,8,-295
2026-01-15T12:57:00Z,7,16,-304
2026-01-15T12:58:00Z,10,6,-300
2026-01-15T12:59:00Z,9,5,-296
2026-01-15T13:00:00Z,3,3,-296
2026-01-15T13:01:00Z,7,10,-299
2026-01-15T13:02:00Z,1,6,-304
2026-01-15T13:03:00Z,4,5,-305
2026-01-15T13:04:00Z,6,10,-309
2026-01-15T13:05:00Z,4,3,-308
2026-01-15T13:06:00Z,3,16,-321
2026-01-15T13:07:00Z,4,12,-329
2026-01-15T13:08:00Z,10,8,-327
2026-01-15T13:09:00Z,9,10,-328
2026-01-15T13:10:00Z,3,11,-336
2026-01-15T13:11:00Z,7,11,-340
2026-01-15T13:12:00Z,7,8,-341
2026-01-15T13:13:00Z,6,9,-344
2026-01-15T13:14:00Z,9,11,-346
2026-01-15T13:15:00Z,4,7,-349
2026-01-15T13:16:00Z,8,6,-347
2026-01-15T13:17:00Z,10,10,-347
2026-01-15T13:18:00Z,2,8,-353
2026-01-15T13:19:00Z,15,6,-344
2026-01-15T13:20:00Z,5,9,-348
2026-01-15T13:21:00Z,5,10,-353
2026-01-15T13:22:00Z,4,12,-361
2026-01-15T13:23:00Z,11,9,-359
2026-01-15T13:24:00Z,4,5,-360
2026-01-15T13:25:00Z,6,16,-370
2026-01-15T13:26:00Z,5,7,-372
2026-01-15T13:27:00Z,8,8,-372
2026-01-15T13:28:00Z,8,15,-379
2026-01-15T13:29:00Z,11,9,-377
2026-01-15T13:30:00Z,5,7,-379
2026-01-15T13:31:00Z,6,8,-381
2026-01-15T13:32:00Z,4,10,-387
2026-01-15T13:33:00Z,2,10,-395
2026-01-15T13:34:00Z,9,3,-389
2026-01-15T13:35:00Z,3,11,-397
2026-01-15T13:36:00Z,14,10,-393
2026-01-15T13:37:00Z,3,7,-397
2026-01-15T13:38:00Z,4,11,-404
2026-01-15T13:39:00Z,7,7,-404
2026-01-15T13:40:00Z,7,13,-410
2026-01-15T13:41:00Z,5,6,-411
2026-01-15T13:42:00Z,3,6,-414
2026-01-15T13:43:00Z,7,8,-415
2026-01-15T13:44:00Z,8,10,-417
2026-01-15T13:45:00Z,6,4,-415
2026-01-15T13:46:00Z,7,13,-421
2026-01-15T13:47:00Z,7,7,-421
2026-01-15T13:48:00Z,9,11,-423
2026-01-15T13:49:00Z,7,10,-426
2026-01-15T13:50:00Z,3,10,-433
2026-01-15T13:51:00Z,5,11,-439
2026-01-15T13:52:00Z,7,10,-442
2026-01-15T13:53:00Z,6,8,-444
2026-01-15T13:54:00Z,6,8,-446
2026-01-15T13:55:00Z,5,7,-448
2026-01-15T13:56:00Z,4,9,-453
2026-01-15T13:57:00Z,4,7,-456
2026-01-15T13:58:00Z,6,10,-460
2026-01-15T13:59:00Z,6,10,-464
2026-01-15T14:00:00Z,7,9,-466
2026-01-15T14:01:00Z,6,7,-467
2026-01-15T14:02:00Z,11,6,-462
2026-01-15T14:03:00Z,6,7,-463
2026-01-15T14:04:00Z,12,12,-463
2026-01-15T14:05:00Z,8,7,-462
2026-01-15T14:06:00Z,6,3,-459
2026-01-15T14:07:00Z,2,4,-461
2026-01-15T14:08:00Z,2,7,-466
2026-01-15T14:09:00Z,5,7,-468
2026-01-15T14:10:00Z,9,7,-466
2026-01-15T14:11:00Z,2,3,-467
2026-01-15T14:12:00Z,12,10,-465
2026-01-15T14:13:00Z,4,7,-468
2026-01-15T14:14:00Z,9,9,-468
2026-01-15T14:15:00Z,8,8,-468
2026-01-15T14:16:00Z,8,6,-466
2026-01-15T14:17:00Z,6,8,-468
2026-01-15T14:18:00Z,6,6,-468
2026-01-15T14:19:00Z,14,7,-461
2026-01-15T14:20:00Z,5,7,-463
2026-01-15T14:21:00Z,5,9,-467
2026-01-15T14:22:00Z,2,10,-475
2026-01-15T14:23:00Z,5,10,-480
2026-01-15T14:24:00Z,0,10,-490
2026-01-15T14:25:00Z,8,9,-491
2026-01-15T14:26:00Z,10,10,-491
2026-01-15T14:27:00Z,7,3,-487
2026-01-15T14:28:00Z,4,9,-492
2026-01-15T14:29:00Z,2,9,-499
2026-01-15T14:30:00Z,2,5,-502
2026-01-15T14:31:00Z,7,7,-502
2026-01-15T14:32:00Z,5,8,-505
2026-01-15T14:33:00Z,14,8,-499
2026-01-15T14:34:00Z,3,11,-507
2026-01-15T14:35:00Z,3,3,-507
2026-01-15T14:36:00Z,7,8,-508
2026-01-15T14:37:00Z,6,6,-508
2026-01-15T14:38:00Z,11,11,-508
2026-01-15T14:39:00Z,4,15,-519
2026-01-15T14:40:00Z,4,4,-519
2026-01-15T14:41:00Z,6,11,-524
2026-01-15T14:42:00Z,3,10,-531
2026-01-15T14:43:00Z,3,10,-538
2026-01-15T14:44:00Z,2,11,-547
2026-01-15T14:45:00Z,6,7,-548
2026-01-15T14:46:00Z,8,8,-548
2026-01-15T14:47:00Z,7,10,-551
2026-01-15T14:48:00Z,6,9,-554
2026-01-15T14:49:00Z,10,13,-557
2026-01-15T14:50:00Z,6,6,-557
2026-01-15T14:51:00Z,7,11,-561
2026-01-15T14:52:00Z,10,3,-554
2026-01-15T14:53:00Z,7,6,-553
2026-01-15T14:54:00Z,4,3,-552
2026-01-15T14:55:00Z,10,7,-549
2026-01-15T14:56:00Z,2,9,-556
2026-01-15T14:57:00Z,11,10,-555
2026-01-15T14:58:00Z,2,8,-561
2026-01-15T14:59:00Z,6,11,-566
2026-01-15T15:00:00Z,5,9,-570
2026-01-15T15:01:00Z,7,4,-567
2026-01-15T15:02:00Z,2,7,-572
2026-01-15T15:03:00Z,9,6,-569
2026-01-15T15:04:00Z,9,8,-568
2026-01-15T15:05:00Z,6,5,-567
2026-01-15T15:06:00Z,5,13,-575
2026-01-15T15:07:00Z,7,12,-580
2026-01-15T15:08:00Z,8,9,-581
2026-01-15T15:09:00Z,3,11,-589
2026-01-15T15:10:00Z,9,8,-588
2026-01-15T15:11:00Z,11,6,-583
2026-01-15T15:12:00Z,11,7,-579
2026-01-15T15:13:00Z,9,10,-580
2026-01-15T15:14:00Z,10,10,-580
2026-01-15T15:15:00Z,13,11,-578
2026-01-15T15:16:00Z,8,7,-577
2026-01-15T15:17:00Z,1,8,-584
2026-01-15T15:18:00Z,4,6,-586
2026-01-15T15:19:00Z,6,8,-588
2026-01-15T15:20:00Z,0,10,-598
2026-01-15T15:21:00Z,6,12,-604
2026-01-15T15:22:00Z,5,11,-610
2026-01-15T15:23:00Z,4,4,-610
2026-01-15T15:24:00Z,5,11,-616
2026-01-15T15:25:00Z,7,9,-618
2026-01-15T15:26:00Z,5,8,-621
2026-01-15T15:27:00Z,7,10,-624
2026-01-15T15:28:00Z,4,14,-634
2026-01-15T15:29:00Z,8,7,-633
2026-01-15T15:30:00Z,4,7,-636
2026-01-15T15:31:00Z,8,6,-634
2026-01-15T15:32:00Z,5,3,-632
2026-01-15T15:33:00Z,7,8,-633
2026-01-15T15:34:00Z,6,6,-633
2026-01-15T15:35:00Z,5,7,-635
2026-01-15T15:36:00Z,6,14,-643
2026-01-15T15:37:00Z,8,13,-648
2026-01-15T15:38:00Z,8,8,-648
2026-01-15T15:39:00Z,5,8,-651
2026-01-15T15:40:00Z,2,8,-657
2026-01-15T15:41:00Z,10,11,-658
2026-01-15T15:42:00Z,3,7,-662
2026-01-15T15:43:00Z,5,6,-663
2026-01-15T15:44:00Z,12,9,-660
2026-01-15T15:45:00Z,7,5,-658
2026-01-15T15:46:00Z,6,15,-667
2026-01-15T15:47:00Z,7,8,-668
2026-01-15T15:48:00Z,5,14,-677
2026-01-15T15:49:00Z,6,5,-676
2026-01-15T15:50:00Z,3,8,-681
2026-01-15T15:51:00Z,5,9,-685
2026-01-15T15:52:00Z,3,11,-693
2026-01-15T15:53:00Z,10,12,-695
2026-01-15T15:54:00Z,3,10,-702
2026-01-15T15:55:00Z,5,11,-708
2026-01-15T15:56:00Z,3,10,-715
2026-01-15T15:57:00Z,7,9,-717
2026-01-15T15:58:00Z,8,9,-718
2026-01-15T15:59:00Z,9,18,-727
2026-01-15T16:00:00Z,4,12,-735
2026-01-15T16:01:00Z,4,10,-741
2026-01-15T16:02:00Z,11,9,-739
2026-01-15T16:03:00Z,7,18,-750
2026-01-15T16:04:00Z,7,8,-751
2026-01-15T16:05:00Z,7,9,-753
2026-01-15T16:06:00Z,7,5,-751
2026-01-15T16:07:00Z,8,7,-750
2026-01-15T16:08:00Z,6,9,-753
2026-01-15T16:09:00Z,6,9,-756
2026-01-15T16:10:00Z,4,8,-760
2026-01-15T16:11:00Z,9,17,-768
2026-01-15T16:12:00Z,2,7,-773
2026-01-15T16:13:00Z,3,7,-777
2026-01-15T16:14:00Z,3,7,-781
2026-01-15T16:15:00Z,8,8,-781
2026-01-15T16:16:00Z,5,10,-786
2026-01-15T16:17:00Z,9,10,-787
2026-01-15T16:18:00Z,4,11,-794
2026-01-15T16:19:00Z,10,6,-790
2026-01-15T16:20:00Z,2,14,-802
2026-01-15T16:21:00Z,6,12,-808
2026-01-15T16:22:00Z,6,9,-811
2026-01-15T16:23:00Z,5,8,-814
2026-01-15T16:24:00Z,6,8,-816
2026-01-15T16:25:00Z,7,4,-813
2026-01-15T16:26:00Z,3,10,-820
2026-01-15T16:27:00Z,5,8,-823
2026-01-15T16:28:00Z,10,12,-825
2026-01-15T16:29:00Z,8,10,-827
2026-01-15T16:30:00Z,9,11,-829
2026-01-15T16:31:00Z,3,9,-835
2026-01-15T16:32:00Z,9,9,-835
2026-01-15T16:33:00Z,7,4,-832
