event_id,direction,ts_utc,source_pax_id,corruption
35,in,2026-01-20T06:16:55.077140Z,,aggregate_generated
36,out,2026-01-20T06:17:10.446116Z,,aggregate_generated
37,in,2026-01-20T06:17:13.631264Z,,aggregate_generated
38,out,2026-01-20T06:17:22.221574Z,,aggregate_generated
39,out,2026-01-20T06:17:27.459451Z,,aggregate_generated
40,out,2026-01-20T06:17:33.524952Z,,aggregate_generated
41,in,2026-01-20T06:17:41.236977Z,,aggregate_generated
42,out,2026-01-20T06:17:45.222645Z,,aggregate_generated
43,out,2026-01-20T06:17:51.295826Z,,aggregate_generated
44,in,2026-01-20T06:17:54.012390Z,,aggregate_generated
45,in,2026-01-20T06:17:54.961575Z,,aggregate_generated
46,in,2026-01-20T06:17:59.044192Z,,aggregate_generated
47,in,2026-01-20T06:18:03.626224Z,,aggregate_generated
48,in,2026-01-20T06:18:06.370953Z,,aggregate_generated
49,out,2026-01-20T06:18:06.824490Z,,aggregate_generated
50,out,2026-01-20T06:18:07.975804Z,,aggregate_generated
51,out,2026-01-20T06:18:08.508795Z,,aggregate_generated
52,in,2026-01-20T06:18:09.189731Z,,aggregate_generated
53,out,2026-01-20T06:18:09.799106Z,,aggregate_generated
54,out,2026-01-20T06:18:19.763742Z,,aggregate_generated
55,in,2026-01-20T06:18:23.857569Z,,aggregate_generated
56,in,2026-01-20T06:18:28.613149Z,,aggregate_generated
57,in,2026-01-20T06:18:35.624811Z,,aggregate_generated
58,out,2026-01-20T06:18:39.158207Z,,aggregate_generated
59,out,2026-01-20T06:18:53.447732Z,,aggregate_generated
60,in,2026-01-20T06:18:55.839333Z,,aggregate_generated
61,out,2026-01-20T06:19:11.893977Z,,aggregate_generated
62,in,2026-01-20T06:19:14.456223Z,,aggregate_generated
63,in,2026-01-20T06:19:16.091839Z,,aggregate_generated
64,out,2026-01-20T06:19:20.679006Z,,aggregate_generated
65,out,2026-01-20T06:19:21.430937Z,,aggregate_generated
66,in,2026-01-20T06:19:22.638352Z,,aggregate_generated
67,in,2026-01-20T06:19:24.894612Z,,aggregate_generated
68,in,2026-01-20T06:19:27.555815Z,,aggregate_generated
69,in,2026-01-20T06:19:27.857248Z,,aggregate_generated
70,out,2026-01-20T06:19:29.495391Z,,aggregate_generated
71,in,2026-01-20T06:19:33.066129Z,,aggregate_generated
72,out,2026-01-20T06:19:33.126192Z,,aggregate_generated
73,in,2026-01-20T06:19:37.913159Z,,aggregate_generated
74,out,2026-01-20T06:19:49.866545Z,,aggregate_generated
75,out,2026-01-20T06:19:51.622793Z,,aggregate_generated
76,out,2026-01-20T06:19:56.968613Z,,aggregate_generated
77,out,2026-01-20T06:20:15.502286Z,,aggregate_generated
78,in,2026-01-20T06:20:23.149773Z,,aggregate_generated
79,out,2026-01-20T06:20:34.133090Z,,aggregate_generated
80,in,2026-01-20T06:20:36.158340Z,,aggregate_generated
81,in,2026-01-20T06:20:36.495628Z,,aggregate_generated
82,in,2026-01-20T06:20:37.938929Z,,aggregate_generated
83,out,2026-01-20T06:20:38.953415Z,,aggregate_generated
84,in,2026-01-20T06:20:40.901740Z,,aggregate_generated
85,in,2026-01-20T06:20:45.640027Z,,aggregate_generated
86,out,2026-01-20T06:20:48.616275Z,,aggregate_generated
87,out,2026-01-20T06:20:49.167686Z,,aggregate_generated
88,in,2026-01-20T06:20:49.731909Z,,aggregate_generated
89,out,2026-01-20T06:20:50.785689Z,,aggregate_generated
90,in,2026-01-20T06:20:52.186196Z,,aggregate_generated
91,out,2026-01-20T06:20:52.408847Z,,aggregate_generated
92,out,2026-01-20T06:20:52.862623Z,,aggregate_generated
93,in,2026-01-20T06:20:56.107744Z,,aggregate_generated
94,out,2026-01-20T06:20:58.496311Z,,aggregate_generated
95,out,2026-01-20T06:21:00.423760Z,,aggregate_generated
96,in,2026-01-20T06:21:02.432021Z,,aggregate_generated
97,in,2026-01-20T06:21:02.461685Z,,aggregate_generated
98,in,2026-01-20T06:21:04.298379Z,,aggregate_generated
99,out,2026-01-20T06:21:05.079926Z,,aggregate_generated
100,out,2026-01-20T06:21:06.269427Z,,aggregate_generated
101,in,2026-01-20T06:21:06.630016Z,,aggregate_generated
102,in,2026-01-20T06:21:07.834247Z,,aggregate_generated
103,in,2026-01-20T06:21:09.187511Z,,aggregate_generated
104,out,2026-01-20T06:21:11.151411Z,,aggregate_generated
105,in,2026-01-20T06:21:19.972806Z,,aggregate_generated
106,out,2026-01-20T06:21:27.989532Z,,aggregate_generated
107,out,2026-01-20T06:21:28.154976Z,,aggregate_generated
108,in,2026-01-20T06:21:29.764997Z,,aggregate_generated
109,in,2026-01-20T06:21:32.787792Z,,aggregate_generated
110,in,2026-01-20T06:21:33.655817Z,,aggregate_generated
111,in,2026-01-20T06:21:35.696590Z,,aggregate_generated
112,out,2026-01-20T06:21:36.799496Z,,aggregate_generated
113,out,2026-01-20T06:21:45.884397Z,,aggregate_generated
114,out,2026-01-20T06:21:46.255099Z,,aggregate_generated
115,out,2026-01-20T06:21:53.871357Z,,aggregate_generated
116,in,2026-01-20T06:21:54.547394Z,,aggregate_generated
117,out,2026-01-20T06:22:00.935328Z,,aggregate_generated
118,in,2026-01-20T06:22:07.362021Z,,aggregate_generated
119,out,2026-01-20T06:22:08.438852Z,,aggregate_generated
120,out,2026-01-20T06:22:13.112181Z,,aggregate_generated
121,in,2026-01-20T06:22:14.575471Z,,aggregate_generated
122,out,2026-01-20T06:22:16.437227Z,,aggregate_generated
123,out,2026-01-20T06:22:21.826913Z,,aggregate_generated
124,out,2026-01-20T06:22:30.127809Z,,aggregate_generated
125,out,2026-01-20T06:22:33.029173Z,,aggregate_generated
126,in,2026-01-20T06:22:35.944136Z,,aggregate_generated
127,out,2026-01-20T06:22:38.570991Z,,aggregate_generated
128,in,2026-01-20T06:22:44.214142Z,,aggregate_generated
129,out,2026-01-20T06:22:44.575590Z,,aggregate_generated
130,in,2026-01-20T06:22:46.538340Z,,aggregate_generated
131,in,2026-01-20T06:22:47.151849Z,,aggregate_generated
132,in,2026-01-20T06:22:49.547788Z,,aggregate_generated
133,in,2026-01-20T06:22:50.877793Z,,aggregate_generated
134,in,2026-01-20T06:22:52.362795Z,,aggregate_generated
135,out,2026-01-20T06:22:58.095172Z,,aggregate_generated
136,out,2026-01-20T06:23:01.246725Z,,aggregate_generated
137,out,2026-01-20T06:23:01.600229Z,,aggregate_generated
138,in,2026-01-20T06:23:08.910505Z,,aggregate_generated
139,out,2026-01-20T06:23:08.977641Z,,aggregate_generated
140,in,2026-01-20T06:23:22.767331Z,,aggregate_generated
141,in,2026-01-20T06:23:26.199964Z,,aggregate_generated
142,out,2026-01-20T06:23:31.675538Z,,aggregate_generated
143,in,2026-01-20T06:23:35.953976Z,,aggregate_generated
144,in,2026-01-20T06:23:36.255339Z,,aggregate_generated
145,in,2026-01-20T06:23:38.651633Z,,aggregate_generated
146,out,2026-01-20T06:23:43.098980Z,,aggregate_generated
147,in,2026-01-20T06:23:43.286750Z,,aggregate_generated
148,in,2026-01-20T06:23:43.343847Z,,aggregate_generated
149,in,2026-01-20T06:23:44.307799Z,,aggregate_generated
150,out,2026-01-20T06:23:45.327281Z,,aggregate_generated
151,out,2026-01-20T06:23:53.489478Z,,aggregate_generated
152,in,2026-01-20T06:23:56.618228Z,,aggregate_generated
153,out,2026-01-20T06:23:58.560981Z,,aggregate_generated
154,out,2026-01-20T06:23:59.675061Z,,aggregate_generated
155,in,2026-01-20T06:24:01.130536Z,,aggregate_generated
156,out,2026-01-20T06:24:09.543505Z,,aggregate_generated
157,in,2026-01-20T06:24:10.212728Z,,aggregate_generated
158,in,2026-01-20T06:24:11.648416Z,,aggregate_generated
159,in,2026-01-20T06:24:12.449677Z,,aggregate_generated
160,in,2026-01-20T06:24:13.077749Z,,aggregate_generated
161,in,2026-01-20T06:24:14.755821Z,,aggregate_generated
162,in,2026-01-20T06:24:25.694790Z,,aggregate_generated
163,out,2026-01-20T06:24:27.654639Z,,aggregate_generated
164,out,2026-01-20T06:24:29.105928Z,,aggregate_generated
165,out,2026-01-20T06:24:32.420138Z,,aggregate_generated
166,in,2026-01-20T06:24:33.360499Z,,aggregate_generated
167,out,2026-01-20T06:24:34.823573Z,,aggregate_generated
168,in,2026-01-20T06:24:35.700672Z,,aggregate_generated
169,in,2026-01-20T06:24:38.244583Z,,aggregate_generated
170,in,2026-01-20T06:24:39.834967Z,,aggregate_generated
171,in,2026-01-20T06:24:40.286457Z,,aggregate_generated
172,out,2026-01-20T06:24:43.338368Z,,aggregate_generated
173,out,2026-01-20T06:24:45.150306Z,,aggregate_generated
174,in,2026-01-20T06:24:53.968080Z,,aggregate_generated
175,in,2026-01-20T06:24:54.184327Z,,aggregate_generated
176,out,2026-01-20T06:24:58.770521Z,,aggregate_generated
177,in,2026-01-20T06:25:03.166742Z,,aggregate_generated
178,out,2026-01-20T06:25:06.361414Z,,aggregate_generated
179,in,2026-01-20T06:25:07.585667Z,,aggregate_generated
180,out,2026-01-20T06:25:11.178518Z,,aggregate_generated
181,in,2026-01-20T06:25:13.172384Z,,aggregate_generated
182,in,2026-01-20T06:25:14.326856Z,,aggregate_generated
183,out,2026-01-20T06:25:16.618098Z,,aggregate_generated
184,out,2026-01-20T06:25:17.510892Z,,aggregate_generated
185,in,2026-01-20T06:25:21.368520Z,,aggregate_generated
186,in,2026-01-20T06:25:24.823029Z,,aggregate_generated
187,in,2026-01-20T06:25:30.982570Z,,aggregate_generated
188,out,2026-01-20T06:25:33.099068Z,,aggregate_generated
189,in,2026-01-20T06:25:37.798154Z,,aggregate_generated
190,in,2026-01-20T06:25:44.468854Z,,aggregate_generated
191,out,2026-01-20T06:25:44.880677Z,,aggregate_generated
192,out,2026-01-20T06:25:46.035411Z,,aggregate_generated
193,out,2026-01-20T06:25:46.800942Z,,aggregate_generated
194,out,2026-01-20T06:25:46.898531Z,,aggregate_generated
195,out,2026-01-20T06:25:50.736448Z,,aggregate_generated
196,in,2026-01-20T06:25:51.512910Z,,aggregate_generated
197,in,2026-01-20T06:25:54.445617Z,,aggregate_generated
198,in,2026-01-20T06:25:57.463501Z,,aggregate_generated
199,in,2026-01-20T06:25:59.272002Z,,aggregate_generated
200,in,2026-01-20T06:26:01.977078Z,,aggregate_generated
201,in,2026-01-20T06:26:02.473875Z,,aggregate_generated
202,out,2026-01-20T06:26:05.392616Z,,aggregate_generated
203,out,2026-01-20T06:26:10.271577Z,,aggregate_generated
204,out,2026-01-20T06:26:12.930843Z,,aggregate_generated
205,in,2026-01-20T06:26:13.185928Z,,aggregate_generated
206,in,2026-01-20T06:26:18.380748Z,,aggregate_generated
207,out,2026-01-20T06:26:18.657476Z,,aggregate_generated
208,out,2026-01-20T06:26:19.405185Z,,aggregate_generated
209,out,2026-01-20T06:26:25.654615Z,,aggregate_generated
210,in,2026-01-20T06:26:31.372485Z,,aggregate_generated
211,in,2026-01-20T06:26:33.890884Z,,aggregate_generated
212,in,2026-01-20T06:26:35.600637Z,,aggregate_generated
213,out,2026-01-20T06:26:42.056589Z,,aggregate_generated
214,out,2026-01-20T06:26:42.100525Z,,aggregate_generated
215,in,2026-01-20T06:26:47.185798Z,,aggregate_generated
216,out,2026-01-20T06:26:48.016936Z,,aggregate_generated
217,in,2026-01-20T06:26:48.455164Z,,aggregate_generated
218,in,2026-01-20T06:26:54.718141Z,,aggregate_generated
219,in,2026-01-20T06:26:55.526038Z,,aggregate_generated
220,in,2026-01-20T06:26:56.793545Z,,aggregate_generated
221,in,2026-01-20T06:26:58.354404Z,,aggregate_generated
222,in,2026-01-20T06:27:02.497923Z,,aggregate_generated
223,out,2026-01-20T06:27:06.956869Z,,aggregate_generated
224,out,2026-01-20T06:27:13.815512Z,,aggregate_generated
225,out,2026-01-20T06:27:14.400276Z,,aggregate_generated
226,out,2026-01-20T06:27:17.222342Z,,aggregate_generated
227,out,2026-01-20T06:27:17.563769Z,,aggregate_generated
228,in,2026-01-20T06:27:18.495103Z,,aggregate_generated
229,out,2026-01-20T06:27:25.069485Z,,aggregate_generated
230,out,2026-01-20T06:27:27.760813Z,,aggregate_generated
231,in,2026-01-20T06:27:31.428817Z,,aggregate_generated
232,in,2026-01-20T06:27:34.827251Z,,aggregate_generated
233,out,2026-01-20T06:27:36.165837Z,,aggregate_generated
234,in,2026-01-20T06:27:37.121453Z,,aggregate_generated
235,in,2026-01-20T06:27:37.815448Z,,aggregate_generated
236,in,2026-01-20T06:27:41.560175Z,,aggregate_generated
237,in,2026-01-20T06:27:43.081423Z,,aggregate_generated
238,out,2026-01-20T06:27:43.689267Z,,aggregate_generated
239,in,2026-01-20T06:27:46.526007Z,,aggregate_generated
240,in,2026-01-20T06:27:47.534762Z,,aggregate_generated
241,in,2026-01-20T06:27:54.820016Z,,aggregate_generated
242,in,2026-01-20T06:27:58.706424Z,,aggregate_generated
243,in,2026-01-20T06:28:09.903406Z,,aggregate_generated
244,out,2026-01-20T06:28:16.258934Z,,aggregate_generated
245,out,2026-01-20T06:28:18.235685Z,,aggregate_generated
246,in,2026-01-20T06:28:20.449071Z,,aggregate_generated
247,out,2026-01-20T06:28:20.637086Z,,aggregate_generated
248,out,2026-01-20T06:28:20.990727Z,,aggregate_generated
249,in,2026-01-20T06:28:22.886850Z,,aggregate_generated
250,in,2026-01-20T06:28:23.821816Z,,aggregate_generated
251,in,2026-01-20T06:28:30.283445Z,,aggregate_generated
252,out,2026-01-20T06:28:34.057717Z,,aggregate_generated
253,in,2026-01-20T06:28:35.275975Z,,aggregate_generated
254,out,2026-01-20T06:28:38.962222Z,,aggregate_generated
255,out,2026-01-20T06:28:44.029794Z,,aggregate_generated
256,in,2026-01-20T06:28:46.893486Z,,aggregate_generated
257,in,2026-01-20T06:28:47.787501Z,,aggregate_generated
258,in,2026-01-20T06:28:50.623842Z,,aggregate_generated
259,out,2026-01-20T06:28:50.859046Z,,aggregate_generated
260,in,2026-01-20T06:28:52.863480Z,,aggregate_generated
261,in,2026-01-20T06:28:55.309469Z,,aggregate_generated
262,in,2026-01-20T06:29:02.181711Z,,aggregate_generated
263,out,2026-01-20T06:29:02.698095Z,,aggregate_generated
264,in,2026-01-20T06:29:09.484465Z,,aggregate_generated
265,out,2026-01-20T06:29:10.254687Z,,aggregate_generated
266,out,2026-01-20T06:29:17.013076Z,,aggregate_generated
267,out,2026-01-20T06:29:17.400720Z,,aggregate_generated
268,in,2026-01-20T06:29:19.898437Z,,aggregate_generated
269,in,2026-01-20T06:29:28.501876Z,,aggregate_generated
270,in,2026-01-20T06:29:31.924470Z,,aggregate_generated
271,in,2026-01-20T06:29:33.934612Z,,aggregate_generated
272,out,2026-01-20T06:29:35.639516Z,,aggregate_generated
273,in,2026-01-20T06:29:38.309186Z,,aggregate_generated
274,out,2026-01-20T06:29:38.875759Z,,aggregate_generated
275,out,2026-01-20T06:29:41.535094Z,,aggregate_generated
276,in,2026-01-20T06:29:43.586731Z,,aggregate_generated
277,out,2026-01-20T06:29:45.050688Z,,aggregate_generated
278,in,2026-01-20T06:29:52.237628Z,,aggregate_generated
279,out,2026-01-20T06:29:57.503287Z,,aggregate_generated
280,in,2026-01-20T06:29:58.653561Z,,aggregate_generated
281,in,2026-01-20T06:30:01.356503Z,,aggregate_generated
282,in,2026-01-20T06:30:06.349990Z,,aggregate_generated
283,in,2026-01-20T06:30:08.488992Z,,aggregate_generated
284,out,2026-01-20T06:30:10.337488Z,,aggregate_generated
285,out,2026-01-20T06:30:11.723855Z,,aggregate_generated
286,in,2026-01-20T06:30:14.962385Z,,aggregate_generated
287,out,2026-01-20T06:30:16.460148Z,,aggregate_generated
288,in,2026-01-20T06:30:18.409990Z,,aggregate_generated
289,in,2026-01-20T06:30:24.638120Z,,aggregate_generated
290,out,2026-01-20T06:30:30.163638Z,,aggregate_generated
291,out,2026-01-20T06:30:31.026785Z,,aggregate_generated
292,out,2026-01-20T06:30:33.932495Z,,aggregate_generated
293,out,2026-01-20T06:30:36.704834Z,,aggregate_generated
294,out,2026-01-20T06:30:40.892140Z,,aggregate_generated
295,in,2026-01-20T06:30:52.645127Z,,aggregate_generated
296,out,2026-01-20T06:30:52.944038Z,,aggregate_generated
297,in,2026-01-20T06:30:53.999854Z,,aggregate_generated
298,in,2026-01-20T06:30:56.618573Z,,aggregate_generated
299,out,2026-01-20T06:31:05.981546Z,,aggregate_generated
300,out,2026-01-20T06:31:09.495541Z,,aggregate_generated
301,in,2026-01-20T06:31:10.473754Z,,aggregate_generated
302,out,2026-01-20T06:31:11.174501Z,,aggregate_generated
303,out,2026-01-20T06:31:13.268812Z,,aggregate_generated
304,out,2026-01-20T06:31:14.224291Z,,aggregate_generated
305,in,2026-01-20T06:31:15.056987Z,,aggregate_generated
306,out,2026-01-20T06:31:17.623894Z,,aggregate_generated
307,in,2026-01-20T06:31:18.670297Z,,aggregate_generated
308,out,2026-01-20T06:31:27.152304Z,,aggregate_generated
309,in,2026-01-20T06:31:28.023983Z,,aggregate_generated
310,out,2026-01-20T06:31:36.328454Z,,aggregate_generated
311,in,2026-01-20T06:31:38.188822Z,,aggregate_generated
312,out,2026-01-20T06:31:40.117010Z,,aggregate_generated
313,in,2026-01-20T06:31:49.659363Z,,aggregate_generated
314,in,2026-01-20T06:31:58.957179Z,,aggregate_generated
315,in,2026-01-20T06:31:59.525100Z,,aggregate_generated
316,out,2026-01-20T06:32:06.842100Z,,aggregate_generated
317,in,2026-01-20T06:32:09.858805Z,,aggregate_generated
318,out,2026-01-20T06:32:10.516872Z,,aggregate_generated
319,out,2026-01-20T06:32:15.416251Z,,aggregate_generated
320,in,2026-01-20T06:32:17.630203Z,,aggregate_generated
321,out,2026-01-20T06:32:18.007967Z,,aggregate_generated
322,out,2026-01-20T06:32:20.183632Z,,aggregate_generated
323,out,2026-01-20T06:32:23.411835Z,,aggregate_generated
324,in,2026-01-20T06:32:32.646765Z,,aggregate_generated
325,out,2026-01-20T06:32:34.576760Z,,aggregate_generated
326,in,2026-01-20T06:32:35.346914Z,,aggregate_generated
327,in,2026-01-20T06:32:42.839701Z,,aggregate_generated
328,out,2026-01-20T06:32:44.376762Z,,aggregate_generated
329,out,2026-01-20T06:32:46.195445Z,,aggregate_generated
330,in,2026-01-20T06:32:51.489772Z,,aggregate_generated
331,out,2026-01-20T06:32:54.812378Z,,aggregate_generated
332,out,2026-01-20T06:33:01.106240Z,,aggregate_generated
333,out,2026-01-20T06:33:02.069834Z,,aggregate_generated
334,in,2026-01-20T06:33:05.024021Z,,aggregate_generated
335,out,2026-01-20T06:33:08.394714Z,,aggregate_generated
336,out,2026-01-20T06:33:13.130825Z,,aggregate_generated
337,out,2026-01-20T06:33:16.280775Z,,aggregate_generated
338,in,2026-01-20T06:33:16.652960Z,,aggregate_generated
339,out,2026-01-20T06:33:24.855723Z,,aggregate_generated
340,out,2026-01-20T06:33:26.548731Z,,aggregate_generated
341,in,2026-01-20T06:33:27.842707Z,,aggregate_generated
342,out,2026-01-20T06:33:29.982633Z,,aggregate_generated
343,in,2026-01-20T06:33:31.811141Z,,aggregate_generated
344,out,2026-01-20T06:33:43.760090Z,,aggregate_generated
345,out,2026-01-20T06:33:43.827505Z,,aggregate_generated
346,in,2026-01-20T06:33:47.038150Z,,aggregate_generated
347,in,2026-01-20T06:33:57.729463Z,,aggregate_generated
348,out,2026-01-20T06:34:14.745799Z,,aggregate_generated
349,out,2026-01-20T06:34:21.064323Z,,aggregate_generated
350,in,2026-01-20T06:34:23.441124Z,,aggregate_generated
351,in,2026-01-20T06:34:25.050505Z,,aggregate_generated
352,in,2026-01-20T06:34:26.823411Z,,aggregate_generated
353,in,2026-01-20T06:34:27.007916Z,,aggregate_generated
354,out,2026-01-20T06:34:33.843910Z,,aggregate_generated
355,out,2026-01-20T06:34:37.281456Z,,aggregate_generated
356,out,2026-01-20T06:34:38.466906Z,,aggregate_generated
357,out,2026-01-20T06:34:39.263546Z,,aggregate_generated
358,out,2026-01-20T06:34:42.268177Z,,aggregate_generated
359,out,2026-01-20T06:34:45.689852Z,,aggregate_generated
360,out,2026-01-20T06:34:52.728267Z,,aggregate_generated
361,in,2026-01-20T06:34:52.944832Z,,aggregate_generated
362,out,2026-01-20T06:35:01.685671Z,,aggregate_generated
363,out,2026-01-20T06:35:06.747398Z,,aggregate_generated
364,out,2026-01-20T06:35:20.473065Z,,aggregate_generated
365,out,2026-01-20T06:35:28.409325Z,,aggregate_generated
366,out,2026-01-20T06:35:35.748162Z,,aggregate_generated
367,out,2026-01-20T06:35:38.652432Z,,aggregate_generated
368,out,2026-01-20T06:35:44.064779Z,,aggregate_generated
369,in,2026-01-20T06:35:48.309975Z,,aggregate_generated
370,out,2026-01-20T06:35:50.513088Z,,aggregate_generated
371,in,2026-01-20T06:35:51.927184Z,,aggregate_generated
372,in,2026-01-20T06:35:52.014780Z,,aggregate_generated
373,out,2026-01-20T06:36:01.343707Z,,aggregate_generated
374,out,2026-01-20T06:36:04.264308Z,,aggregate_generated
375,out,2026-01-20T06:36:10.580778Z,,aggregate_generated
376,in,2026-01-20T06:36:16.162792Z,,aggregate_generated
377,out,2026-01-20T06:36:21.579678Z,,aggregate_generated
378,out,2026-01-20T06:36:39.707994Z,,aggregate_generated
379,in,2026-01-20T06:36:58.793674Z,,aggregate_generated
380,out,2026-01-20T06:36:59.267816Z,,aggregate_generated
381,in,2026-01-20T06:37:15.933035Z,,aggregate_generated
382,in,2026-01-20T06:37:16.970140Z,,aggregate_generated
383,out,2026-01-20T06:37:18.880644Z,,aggregate_generated
384,out,2026-01-20T06:37:48.441868Z,,aggregate_generated
385,in,2026-01-20T06:38:26.281058Z,,aggregate_generated
386,out,2026-01-20T06:38:56.299511Z,,aggregate_generated
387,in,2026-01-20T06:39:36.930159Z,,aggregate_generated
388,out,2026-01-20T06:39:50.338164Z,,aggregate_generated
389,in,2026-01-20T06:55:03.552045Z,,aggregate_generated
390,out,2026-01-20T06:55:08.970712Z,,aggregate_generated
391,in,2026-01-20T06:56:21.934198Z,,aggregate_generated
392,out,2026-01-20T06:57:27.261889Z,,aggregate_generated
393,in,2026-01-20T06:57:48.532671Z,,aggregate_generated
394,out,2026-01-20T06:58:39.635605Z,,aggregate_generated
395,in,2026-01-20T06:58:39.806837Z,,aggregate_generated
396,out,2026-01-20T06:58:44.712813Z,,aggregate_generated
397,in,2026-01-20T06:58:57.691216Z,,aggregate_generated
398,in,2026-01-20T06:59:08.932905Z,,aggregate_generated
399,out,2026-01-20T06:59:42.584647Z,,aggregate_generated
400,in,2026-01-20T06:59:49.088739Z,,aggregate_generated
401,out,2026-01-20T06:59:49.317725Z,,aggregate_generated
402,out,2026-01-20T07:00:17.523763Z,,aggregate_generated
403,out,2026-01-20T07:00:23.061711Z,,aggregate_generated
404,out,2026-01-20T07:00:41.789456Z,,aggregate_generated
405,in,2026-01-20T07:00:47.227512Z,,aggregate_generated
406,out,2026-01-20T07:00:53.587470Z,,aggregate_generated
407,in,2026-01-20T07:00:56.642568Z,,aggregate_generated
408,in,2026-01-20T07:00:57.180134Z,,aggregate_generated
409,in,2026-01-20T07:00:58.334304Z,,aggregate_generated
410,in,2026-01-20T07:01:04.621205Z,,aggregate_generated
411,out,2026-01-20T07:01:14.177517Z,,aggregate_generated
412,in,2026-01-20T07:01:18.175115Z,,aggregate_generated
413,out,2026-01-20T07:01:21.962413Z,,aggregate_generated
414,out,2026-01-20T07:01:23.591852Z,,aggregate_generated
415,in,2026-01-20T07:01:27.712850Z,,aggregate_generated
416,in,2026-01-20T07:01:38.428243Z,,aggregate_generated
417,in,2026-01-20T07:01:49.885020Z,,aggregate_generated
418,out,2026-01-20T07:01:50.708570Z,,aggregate_generated
419,out,2026-01-20T07:02:03.848749Z,,aggregate_generated
420,in,2026-01-20T07:02:10.677489Z,,aggregate_generated
421,in,2026-01-20T07:02:17.714911Z,,aggregate_generated
422,in,2026-01-20T07:02:30.706618Z,,aggregate_generated
423,in,2026-01-20T07:02:30.857472Z,,aggregate_generated
424,out,2026-01-20T07:02:38.946314Z,,aggregate_generated
425,out,2026-01-20T07:02:43.616013Z,,aggregate_generated
426,in,2026-01-20T07:02:44.356431Z,,aggregate_generated
427,out,2026-01-20T07:02:45.448736Z,,aggregate_generated
428,out,2026-01-20T07:02:46.493428Z,,aggregate_generated
429,out,2026-01-20T07:02:50.987719Z,,aggregate_generated
430,in,2026-01-20T07:02:56.515819Z,,aggregate_generated
431,in,2026-01-20T07:03:02.247516Z,,aggregate_generated
432,out,2026-01-20T07:03:03.429382Z,,aggregate_generated
433,in,2026-01-20T07:03:03.837583Z,,aggregate_generated
434,out,2026-01-20T07:03:05.856369Z,,aggregate_generated
435,in,2026-01-20T07:03:06.058196Z,,aggregate_generated
436,out,2026-01-20T07:03:09.109739Z,,aggregate_generated
437,out,2026-01-20T07:03:18.483988Z,,aggregate_generated
438,in,2026-01-20T07:03:20.162551Z,,aggregate_generated
439,out,2026-01-20T07:03:30.987342Z,,aggregate_generated
440,in,2026-01-20T07:03:31.130784Z,,aggregate_generated
441,in,2026-01-20T07:03:31.858596Z,,aggregate_generated
442,out,2026-01-20T07:03:33.728884Z,,aggregate_generated
443,out,2026-01-20T07:03:34.505356Z,,aggregate_generated
444,out,2026-01-20T07:03:35.512662Z,,aggregate_generated
445,in,2026-01-20T07:03:43.568989Z,,aggregate_generated
446,in,2026-01-20T07:03:49.369872Z,,aggregate_generated
447,in,2026-01-20T07:03:52.285856Z,,aggregate_generated
448,out,2026-01-20T07:03:54.245426Z,,aggregate_generated
449,out,2026-01-20T07:03:56.662095Z,,aggregate_generated
450,in,2026-01-20T07:04:00.994894Z,,aggregate_generated
